
Promedio1,Promedio2,PROMEDIO3,PROMEDIO4,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,ViveconMadre,ViveconPadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,Viudo,UnionLibre,NumGrado,Edad,Hombre,Mujer,Bajo,Intermedio,Notable,Alto
35.364,37.818,39.545,40.182,38.455,24,16,10,8,9,4 ,2,1,0,0,0,0,0,0,1,0,8,13,1,0,0,0,1,0
36.364,34.636,31.000,34.000,34.000,13,17,20,17,1,1 ,2,1,0,0,0,0,1,0,0,0,8,14,0,1,0,1,0,0
38.417,35.583,35.917,37.667,36.833,10,13,11,10,10,1 ,2,0,0,1,0,1,0,0,0,0,9,16,0,1,0,0,1,0
41.364,39.909,40.182,38.364,40.091,7,9,10,10,9,1 ,2,0,0,1,0,1,0,0,0,0,8,15,0,1,0,0,0,1
37.000,37.273,.000,37.364,27.909,15,10,1,11,0,2 ,2,0,0,1,0,0,0,0,0,1,8,16,0,1,1,0,0,0
33.500,36.900,33.700,33.900,34.600,25,14,23,15,20,2 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,1,0,0
43.091,43.636,.000,43.727,32.614,3,4,1,4,0,0 ,2,1,0,0,0,0,0,1,0,0,8,13,0,1,0,1,0,0
28.909,30.818,32.455,30.727,30.727,25,23,17,23,1,2 ,2,0,0,1,0,1,0,0,0,0,8,14,1,0,0,1,0,0
34.727,32.545,28.182,35.273,32.818,22,25,26,17,24,0 ,2,0,0,1,0,0,0,0,0,1,7,12,1,0,0,1,0,0
42.000,45.083,.000,43.833,32.729,6,3,1,4,0,2 ,2,0,0,1,0,0,0,1,0,0,11,15,1,0,0,1,0,0
34.750,40.667,.000,38.167,28.396,20,5,1,10,0,3 ,2,0,0,1,0,0,0,0,0,1,10,15,0,1,1,0,0,0
43.000,36.000,33.909,33.364,36.636,2,13,17,23,8,3 ,2,0,0,1,0,0,0,0,0,1,6,12,0,1,0,0,1,0
34.300,31.800,34.500,28.500,32.600,20,24,15,30,23,3 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,0,1,0,0
36.300,36.500,36.700,37.900,37.000,19,17,23,22,19,3 ,2,0,0,1,0,1,0,0,0,0,3,8,0,1,0,0,1,0
37.250,37.583,41.667,41.000,39.500,8,7,2,2,4,1 ,3,1,0,0,0,0,1,0,0,0,9,15,0,1,0,0,1,0
41.000,40.545,41.273,40.727,41.000,3,3,3,2,3,1 ,3,1,0,0,0,0,1,0,0,0,8,14,0,1,0,0,0,1
41.250,41.500,41.000,39.833,41.083,5,7,8,8,6,1 ,2,0,0,1,0,1,0,0,0,0,9,13,0,1,0,0,0,1
42.273,40.909,42.545,44.000,42.636,2,2,2,1,2,1 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,0,0,0,1
41.667,42.750,38.917,40.167,40.917,3,2,4,6,4,1 ,2,0,0,1,0,1,0,0,0,0,8,14,0,1,0,0,0,1
34.909,34.182,35.364,33.727,34.636,21,18,23,25,22,1 ,2,1,0,0,0,0,0,0,1,0,7,15,1,0,0,1,0,0
36.545,37.636,40.455,36.636,37.909,17,7,6,16,11,7 ,2,0,0,1,0,0,0,0,0,1,7,13,1,0,0,0,1,0
35.667,36.333,.000,36.167,27.042,15,8,1,16,0,7 ,2,0,0,1,0,0,0,0,0,1,12,19,1,0,1,0,0,0
34.583,38.000,36.417,37.667,36.833,16,11,9,12,12,2 ,2,0,0,1,0,0,0,0,0,1,10,14,0,1,0,0,1,0
39.273,36.909,43.545,40.636,40.273,12,7,5,6,7,2 ,2,0,0,1,0,0,0,0,0,1,7,11,0,1,0,0,0,1
28.500,33.250,34.333,36.500,33.167,28,17,21,15,20,2 ,2,0,0,1,0,0,0,0,0,1,10,16,0,1,0,1,0,0
32.417,32.417,32.917,33.000,32.917,21,24,17,23,23,2 ,2,0,0,1,0,0,0,0,0,1,9,15,0,1,0,1,0,0
40.917,40.333,42.917,43.583,42.000,6,6,4,4,5,1 ,3,0,0,1,0,1,0,0,0,0,10,15,0,1,0,0,0,1
39.917,38.750,42.000,37.667,39.833,6,5,6,9,6,1 ,2,0,0,1,0,1,0,0,0,0,10,14,0,1,0,0,1,0
38.000,38.333,37.000,38.667,38.000,14,9,14,11,13,0 ,2,0,0,1,0,0,0,0,0,1,10,15,0,1,0,0,1,0
31.100,32.600,28.000,31.100,30.800,21,26,27,17,27,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,1,0,0
37.600,30.600,.000,34.300,25.625,18,24,1,22,0,1 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,1,0,0,0
30.400,33.200,33.300,34.400,32.800,24,16,17,16,21,1 ,2,0,0,1,0,0,0,0,0,1,4,8,1,0,0,1,0,0
40.000,43.600,37.000,36.200,39.400,18,13,15,17,19,1 ,2,0,0,1,0,0,0,0,0,1,1,5,1,0,0,0,1,0
32.700,29.700,.000,31.500,23.475,25,24,1,28,0,1 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,1,0,0,0
38.818,40.909,41.455,40.909,40.636,17,14,9,14,13,1 ,2,0,0,1,0,0,0,0,0,1,3,8,1,0,0,0,0,1
41.182,42.818,42.909,42.455,42.636,10,6,5,6,5,1 ,2,1,0,0,0,0,0,1,0,0,3,8,1,0,0,0,0,1
43.200,45.600,44.800,42.800,44.200,11,9,10,15,13,1 ,2,1,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,1
37.300,41.600,43.400,40.900,40.900,24,17,19,19,22,1 ,2,1,0,0,0,0,0,0,0,1,2,7,1,0,0,0,0,1
43.200,42.000,44.000,43.200,43.200,11,16,13,14,17,1 ,2,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,0,1
38.900,42.000,42.900,38.100,40.700,19,19,20,21,19,3 ,1,1,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,1
37.091,31.636,.000,34.545,25.818,18,22,1,16,0,1 ,2,1,0,0,0,0,0,0,0,1,7,11,0,1,1,0,0,0
39.900,38.400,37.400,39.200,38.700,18,18,18,17,22,3 ,2,1,0,0,0,0,0,1,0,0,2,8,1,0,0,0,1,0
38.900,40.000,40.900,37.300,39.200,15,13,10,16,13,1 ,3,1,0,0,0,1,0,0,0,0,5,9,1,0,0,0,1,0
38.200,40.900,36.800,38.100,38.600,16,19,19,18,19,2 ,2,0,0,1,0,0,0,0,0,1,3,9,1,0,0,0,1,0
35.545,37.273,.000,36.545,27.341,24,23,1,23,0,2 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,1,0,0,0
44.455,41.818,40.000,37.182,40.909,12,12,18,22,17,1 ,2,1,0,0,0,0,1,0,0,0,3,8,1,0,0,0,0,1
38.500,38.200,34.900,35.400,36.800,17,20,23,21,23,1 ,2,1,0,0,0,0,1,0,0,0,5,10,0,1,0,0,1,0
40.800,44.800,43.200,43.400,43.200,11,3,3,2,2,2 ,2,0,0,1,0,1,0,0,0,0,1,6,1,0,0,0,0,1
27.800,37.500,38.300,41.000,36.300,32,20,21,17,26,2 ,2,0,0,1,0,1,0,0,0,0,2,7,1,0,0,0,1,0
38.300,35.400,36.200,36.700,36.650,15,17,18,18,1,2 ,2,0,0,1,0,1,0,0,0,0,6,11,1,0,0,0,1,0
35.600,36.600,41.600,37.400,37.900,13,10,2,7,7,1 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,1,0
41.000,40.000,38.000,39.600,39.600,10,10,13,9,10,1 ,2,0,0,1,0,0,0,0,0,1,1,5,0,1,0,0,1,0
30.100,33.800,30.800,31.000,31.600,24,22,25,18,25,1 ,2,1,0,0,0,0,1,0,0,0,5,10,1,0,0,1,0,0
27.600,27.300,34.500,37.900,31.800,28,31,14,4,27,1 ,2,1,0,0,0,0,1,0,0,0,4,9,1,0,0,1,0,0
44.636,42.818,44.273,43.000,43.909,11,6,6,6,6,1 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,0,1
40.000,43.000,43.400,46.200,43.400,4,2,3,2,2,1 ,2,0,0,1,0,0,0,0,0,1,1,6,0,1,0,0,0,1
43.200,44.600,41.300,43.100,43.050,17,15,24,18,1,2 ,2,0,0,1,0,1,0,0,0,0,6,10,1,0,0,0,0,1
38.300,41.100,.000,39.800,29.800,17,14,1,16,0,1 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,1,0,0,0
41.600,38.000,39.600,41.000,40.000,8,14,11,7,8,1 ,2,0,0,1,0,0,0,0,0,1,1,5,1,0,0,0,1,0
41.200,42.500,43.000,42.400,42.500,13,8,11,11,11,3 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,0,1
44.600,45.800,44.200,43.800,44.800,9,8,12,12,11,3 ,2,0,0,1,0,1,0,0,0,0,1,5,0,1,0,0,0,1
38.800,35.700,38.400,43.300,39.100,23,24,27,18,23,1 ,2,1,0,0,0,0,0,1,0,0,2,6,0,1,0,0,1,0
35.200,36.900,34.300,34.300,35.300,14,18,19,22,19,1 ,2,1,0,0,0,0,0,1,0,0,6,9,0,1,0,0,1,0
23.400,44.500,.000,34.300,25.550,27,15,1,25,0,1 ,2,1,0,0,0,0,0,1,0,0,6,11,0,1,1,0,0,0
40.200,44.400,43.000,41.800,42.600,18,12,15,16,18,1 ,2,1,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,1
46.600,47.800,46.200,47.200,47.000,4,4,6,2,4,1 ,2,0,0,1,0,0,0,0,0,1,1,6,0,1,0,0,0,1
39.600,39.500,39.000,39.400,39.600,23,22,18,21,21,1 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,1,0
32.800,31.600,33.000,32.900,32.800,17,24,19,21,21,1 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,1,0,0
41.300,43.400,40.600,41.800,41.775,23,23,28,23,1,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,0,1
36.800,37.500,36.400,38.000,37.300,28,22,31,27,28,2 ,2,0,0,1,0,0,0,0,0,1,2,6,0,1,0,0,1,0
39.300,42.600,43.100,38.400,40.900,16,17,19,20,18,3 ,1,1,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,1
47.800,44.600,43.800,47.000,45.900,4,13,21,8,12,1 ,2,1,0,0,0,0,0,0,0,1,2,6,0,1,0,0,0,1
39.182,41.000,42.818,42.636,41.545,26,15,10,9,15,1 ,2,1,0,0,0,0,0,0,0,1,3,7,0,1,0,0,0,1
34.100,39.700,40.900,42.800,39.500,25,15,15,8,18,1 ,2,0,0,1,0,0,0,0,0,1,2,7,1,0,0,0,1,0
39.400,35.000,36.600,41.200,38.400,21,21,23,17,23,0 ,2,1,0,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0
29.400,32.300,35.500,34.800,33.100,32,30,31,34,32,1 ,2,0,0,1,0,0,0,1,0,0,2,6,1,0,0,1,0,0
41.100,40.200,43.200,45.700,42.800,14,17,10,4,10,1 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,0,1
37.800,40.600,39.200,39.100,39.100,19,11,16,10,14,2 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,0,0,1,0
41.455,36.909,.000,39.455,29.455,18,24,1,21,0,2 ,2,0,0,1,0,1,0,0,0,0,7,12,0,1,1,0,0,0
41.700,40.700,42.600,41.200,41.600,12,16,12,17,16,2 ,2,0,0,1,0,1,0,0,0,0,4,9,0,1,0,0,0,1
39.800,36.200,41.800,44.600,40.600,20,19,18,10,20,2 ,2,0,0,1,0,1,0,0,0,0,1,5,1,0,0,0,0,1
44.200,43.900,.000,44.200,33.075,8,8,1,9,0,2 ,2,1,0,0,0,0,0,0,0,1,5,11,1,0,0,1,0,0
47.800,48.400,46.800,48.000,48.000,7,2,3,3,3,0 ,2,0,0,0,1,0,0,1,0,0,1,6,0,1,0,0,0,1
25.800,33.300,33.700,40.600,33.600,34,25,32,20,31,3 ,2,1,0,0,0,0,0,0,0,1,2,6,0,1,0,1,0,0
37.800,38.100,36.600,35.000,37.000,29,23,22,25,25,3 ,2,1,0,0,0,0,0,0,0,1,3,7,0,1,0,0,1,0
40.000,40.000,40.000,40.000,40.000,4,3,7,4,6,3 ,2,0,0,1,0,0,0,1,0,0,1,6,0,1,0,0,1,0
34.500,36.600,36.400,35.100,35.600,14,10,10,16,10,1 ,2,0,0,1,0,0,0,0,0,1,4,9,1,0,0,0,1,0
40.400,42.000,43.200,42.800,42.400,16,11,10,9,12,1 ,1,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
46.200,45.600,46.200,45.600,46.000,5,9,6,8,7,1 ,1,0,0,1,0,0,0,0,0,1,1,6,0,1,0,0,0,1
42.636,38.455,39.000,39.727,39.909,20,21,20,15,20,1 ,2,0,0,1,0,1,0,0,0,0,3,7,1,0,0,0,1,0
37.545,34.545,.000,36.364,27.114,18,20,1,19,0,1 ,2,0,0,1,0,1,0,0,0,0,7,11,1,0,1,0,0,0
40.500,32.500,32.400,35.200,35.150,4,22,22,23,1,1 ,2,1,0,0,0,0,0,1,0,0,6,11,1,0,0,0,1,0
41.545,40.091,.000,41.182,30.705,5,6,1,5,0,1 ,2,1,0,0,0,0,0,1,0,0,7,12,1,0,0,1,0,0
42.500,44.300,43.500,43.400,43.425,2,2,5,2,1,1 ,2,1,0,0,0,0,1,0,0,0,6,11,0,1,0,0,0,1
37.900,38.600,37.600,39.200,38.400,8,9,9,11,11,2 ,2,1,0,0,0,0,1,0,0,0,5,9,0,1,0,0,1,0
38.000,41.100,42.000,38.000,39.700,16,9,7,20,11,2 ,2,1,0,0,0,0,1,0,0,0,3,8,0,1,0,0,1,0
42.091,43.636,.000,43.091,32.205,15,11,1,11,0,2 ,2,0,0,1,0,1,0,0,0,0,7,11,1,0,0,1,0,0
39.500,38.900,44.400,40.900,40.925,22,24,12,20,1,1 ,2,1,0,0,0,0,0,0,0,1,6,11,1,0,0,0,0,1
37.700,40.400,40.500,40.400,40.000,9,6,9,7,9,1 ,2,1,0,0,0,0,0,0,0,1,4,8,1,0,0,0,1,0
44.200,44.000,46.400,46.800,45.800,10,14,5,4,8,1 ,2,1,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,1
32.400,33.100,31.700,30.400,32.100,20,17,24,29,25,2 ,2,0,0,1,0,0,0,0,0,1,4,9,1,0,0,1,0,0
36.600,36.700,34.100,34.000,35.500,8,9,10,16,9,3 ,2,0,0,1,0,0,0,0,0,1,6,10,1,0,0,0,1,0
32.400,29.300,31.400,28.600,30.600,27,29,25,29,31,0 ,2,0,0,1,0,0,0,0,0,1,5,9,0,1,0,1,0,0
38.400,35.182,36.818,36.727,36.782,18,23,18,21,1,1 ,2,1,0,0,0,0,0,1,0,0,7,13,0,1,0,0,1,0
30.455,38.364,38.636,34.636,35.636,20,10,8,18,15,1 ,2,0,0,1,0,0,0,0,0,1,8,11,1,0,0,0,1,0
40.818,41.545,39.000,37.364,39.818,3,2,3,7,3,1 ,2,0,0,1,0,0,0,0,0,1,8,12,0,1,0,0,1,0
36.800,38.600,39.500,42.000,39.300,24,18,16,7,17,1 ,2,0,0,1,0,1,0,0,0,0,4,9,0,1,0,0,1,0
39.300,38.300,33.000,33.300,36.100,6,10,23,17,12,1 ,2,1,0,0,0,0,0,0,0,1,5,10,1,0,0,0,1,0
38.182,34.182,35.727,37.727,36.636,25,26,21,23,24,1 ,2,1,0,0,0,0,0,0,0,1,3,7,1,0,0,0,1,0
40.273,40.545,39.636,40.364,40.273,5,5,7,6,6,0 ,2,1,0,0,0,0,1,0,0,0,7,12,0,1,0,0,0,1
38.200,34.700,36.300,38.600,37.100,10,17,13,10,11,0 ,2,1,0,0,0,0,1,0,0,0,4,9,0,1,0,0,1,0
32.900,32.500,27.900,31.400,31.200,25,31,30,28,29,3 ,2,0,0,1,0,0,0,0,0,1,4,9,1,0,0,1,0,0
36.250,35.583,33.833,32.917,34.667,13,14,17,16,15,3 ,2,0,0,1,0,1,0,0,0,0,5,14,0,1,0,1,0,0
36.250,35.583,33.833,32.917,34.667,13,14,17,16,15,3 ,2,0,0,1,0,1,0,0,0,0,9,14,0,1,0,1,0,0
34.400,32.200,33.500,35.200,33.900,24,27,26,24,27,2 ,3,0,0,1,0,1,0,0,0,0,6,14,1,0,0,1,0,0
29.273,26.167,28.417,28.083,27.985,28,28,27,28,1,1 ,2,1,0,0,0,0,1,0,0,0,11,17,0,1,1,0,0,0
36.417,35.583,31.667,35.667,34.917,19,23,24,18,25,1 ,2,1,0,0,0,0,1,0,0,0,10,16,0,1,0,1,0,0
35.909,35.273,37.545,36.727,36.545,24,20,15,21,20,1 ,2,1,0,0,0,0,1,0,0,0,10,12,0,1,0,0,1,0
34.583,35.667,37.500,35.833,36.000,17,13,10,14,11,1 ,2,1,0,0,0,0,1,0,0,0,9,15,0,1,0,0,1,0
37.000,37.250,32.167,31.583,34.667,8,9,19,25,14,1 ,2,1,0,0,0,0,1,0,0,0,9,14,0,1,0,1,0,0
39.300,37.700,40.000,38.100,38.800,11,14,12,16,12,1 ,2,1,0,0,0,0,1,0,0,0,6,11,0,1,0,0,1,0
36.583,37.000,.000,37.000,27.646,22,20,1,20,0,3 ,2,0,0,1,0,0,0,0,0,1,11,18,1,0,1,0,0,0
40.250,38.000,38.750,37.333,38.833,4,9,6,7,6,3 ,2,0,0,1,0,0,0,0,0,1,9,16,1,0,0,0,1,0
37.000,41.500,40.100,38.900,39.500,16,9,11,12,10,1 ,3,0,0,1,0,1,0,0,0,0,6,10,1,0,0,0,1,0
37.000,41.500,40.100,38.900,39.500,16,9,11,12,10,1 ,3,0,0,1,0,1,0,0,0,0,7,10,1,0,0,0,1,0
43.167,42.167,43.000,43.500,43.083,1,3,1,1,1,1 ,2,0,0,1,0,0,0,0,0,1,10,14,0,1,0,0,0,1
43.250,43.333,43.500,43.750,43.500,2,2,2,1,2,1 ,2,0,0,1,0,0,0,0,0,1,10,13,0,1,0,0,0,1
39.667,41.167,42.250,41.167,41.083,2,3,2,1,2,1 ,2,0,0,1,0,0,0,0,0,1,12,16,0,1,0,0,0,1
37.636,39.000,34.091,33.818,36.273,9,7,16,24,10,1 ,2,1,0,0,0,0,1,0,0,0,7,11,1,0,0,0,1,0
41.000,40.000,41.600,40.000,40.600,3,3,6,4,4,1 ,2,0,0,1,0,0,0,0,0,1,1,6,1,0,0,0,0,1
37.400,40.500,39.300,40.500,39.500,10,6,7,7,8,2 ,2,1,0,0,0,0,0,1,0,0,6,9,0,1,0,0,1,0
44.600,43.100,44.400,44.300,44.300,13,20,18,18,18,1 ,2,1,0,0,0,0,1,0,0,0,2,6,1,0,0,0,0,1
45.000,35.000,39.200,41.000,40.000,1,10,9,3,6,1 ,2,1,0,0,0,0,1,0,0,0,1,5,1,0,0,0,1,0
47.100,47.900,47.500,47.500,47.500,5,6,8,5,1,1 ,2,0,0,1,0,1,0,0,0,0,6,10,0,1,0,0,0,1
43.909,37.273,37.909,36.000,38.818,14,23,22,23,23,2 ,2,0,0,1,0,1,0,0,0,0,3,8,0,1,0,0,1,0
40.000,38.600,42.000,40.000,40.200,4,6,5,4,5,2 ,2,0,0,1,0,1,0,0,0,0,1,6,0,1,0,0,0,1
35.500,39.200,40.500,37.200,38.200,24,16,11,17,21,2 ,2,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,1,0
29.400,25.400,22.400,20.600,24.600,27,28,29,30,29,2 ,2,1,0,0,0,0,0,0,0,1,4,9,1,0,1,0,0,0
31.500,26.700,24.200,27.600,27.500,26,29,29,29,1,2 ,2,1,0,0,0,0,0,0,0,1,4,10,1,0,1,0,0,0
38.000,38.100,39.500,39.000,39.000,3,8,2,1,3,0 ,2,0,0,0,1,0,0,1,0,0,5,10,0,1,0,0,1,0
42.800,36.200,41.600,40.300,40.225,1,15,9,11,1,0 ,2,0,0,0,1,0,0,1,0,0,6,11,0,1,0,0,0,1
34.600,35.100,35.600,35.400,35.300,16,21,14,20,19,3 ,2,1,0,0,0,0,0,0,0,1,6,9,0,1,0,0,1,0
26.600,.000,.000,25.600,13.050,28,1,1,28,0,3 ,2,1,0,0,0,0,0,0,0,1,7,11,0,1,1,0,0,0
39.100,39.100,39.000,38.900,39.100,24,24,15,16,15,3 ,2,1,0,0,0,0,0,0,0,1,4,8,0,1,0,0,1,0
39.500,37.900,39.100,37.700,38.600,7,11,11,13,12,1 ,2,1,0,0,0,0,0,0,0,1,3,8,0,1,0,0,1,0
42.800,44.500,44.200,45.300,44.400,1,1,1,1,1,3 ,2,0,0,1,0,0,0,1,0,0,6,10,0,1,0,0,0,1
46.000,46.600,46.600,44.000,46.000,1,1,1,1,1,3 ,2,0,0,1,0,0,0,1,0,0,3,9,0,1,0,0,0,1
46.000,46.600,46.600,44.000,46.000,1,1,1,1,1,3 ,2,0,0,1,0,0,0,1,0,0,4,9,0,1,0,0,0,1
40.300,41.400,.000,41.100,30.700,14,10,1,13,0,1 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,0,1,0,0
34.600,37.500,36.300,38.800,36.900,18,17,19,16,22,1 ,2,0,0,1,0,0,0,0,0,1,3,7,1,0,0,0,1,0
40.000,43.400,46.200,46.700,44.100,27,18,8,9,19,1 ,2,1,0,0,0,0,0,0,0,1,2,6,0,1,0,0,0,1
40.000,38.000,38.600,40.000,39.200,4,7,10,4,9,3 ,2,1,0,0,0,0,0,1,0,0,1,6,0,1,0,0,1,0
43.900,44.300,43.100,43.600,43.900,3,4,4,4,4,2 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,0,0,0,1
37.800,39.600,40.900,40.200,39.500,17,14,13,14,12,1 ,1,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
42.700,43.200,45.400,41.900,43.500,20,19,12,27,22,1 ,1,0,0,1,0,0,0,0,0,1,2,7,0,1,0,0,0,1
40.091,39.364,40.000,38.364,39.727,25,19,18,18,21,1 ,1,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,1,0
39.000,31.909,.000,35.636,26.636,15,21,1,13,0,1 ,1,0,0,1,0,0,0,0,0,1,7,12,0,1,1,0,0,0
32.600,37.400,32.400,35.400,34.600,18,11,24,9,11,1 ,2,0,0,1,0,0,0,0,0,1,5,10,1,0,0,1,0,0
43.000,45.400,40.000,43.400,43.200,14,9,11,8,11,1 ,2,0,0,1,0,0,0,0,0,1,1,6,1,0,0,0,0,1
40.455,40.909,41.727,40.909,41.182,14,13,9,10,10,2 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,0,1
39.500,42.700,44.100,39.600,41.700,15,4,7,17,8,2 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
42.600,47.100,47.100,46.200,45.800,8,2,3,3,4,1 ,2,0,0,1,0,0,0,0,0,1,4,8,1,0,0,0,0,1
38.800,41.700,40.200,42.900,41.100,12,4,9,5,6,3 ,2,1,0,0,0,0,1,0,0,0,3,7,0,1,0,0,0,1
49.200,49.200,48.300,49.000,48.925,1,2,4,1,1,1 ,2,0,0,1,0,0,0,0,0,1,6,10,0,1,0,0,0,1
40.500,40.400,44.200,43.500,42.300,9,11,4,3,7,1 ,2,0,0,1,0,1,0,0,0,0,3,9,1,0,0,0,0,1
40.500,40.400,44.200,43.500,42.300,9,11,4,3,7,1 ,2,0,0,1,0,1,0,0,0,0,4,9,1,0,0,0,0,1
37.545,38.455,.000,38.182,28.546,14,12,1,11,0,2 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,1,0,0,0
36.700,35.500,37.700,37.000,36.900,26,26,25,24,25,2 ,2,1,0,0,0,0,0,1,0,0,2,8,1,0,0,0,1,0
39.000,36.300,39.400,38.200,38.300,10,21,13,19,18,2 ,2,1,0,0,0,0,0,0,0,1,3,7,0,1,0,0,1,0
43.091,41.273,.000,42.455,31.705,12,16,1,15,0,1 ,2,0,0,1,0,0,0,0,0,1,7,11,1,0,0,1,0,0
40.500,42.800,43.200,42.200,42.175,8,9,8,8,1,1 ,2,0,0,1,0,0,0,0,0,1,4,11,1,0,0,0,0,1
33.300,35.500,33.500,28.400,32.800,15,13,17,24,21,2 ,2,0,0,1,0,1,0,0,0,0,5,9,0,1,0,1,0,0
36.500,41.200,43.000,40.400,40.275,14,11,5,10,1,2 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,0,0,0,1
40.400,39.500,.000,40.200,30.025,13,13,1,18,0,2 ,2,0,0,1,0,1,0,0,0,0,6,11,0,1,0,1,0,0
34.400,33.000,34.600,36.700,35.100,19,21,22,5,19,2 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,1,0
45.200,46.600,45.800,43.800,45.400,1,1,1,1,1,1 ,1,1,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,1
36.818,19.455,.000,28.364,21.159,16,29,1,26,0,1 ,2,0,0,1,0,0,0,0,0,1,7,11,1,0,1,0,0,0
33.700,37.600,37.900,32.800,35.600,21,4,8,23,15,1 ,2,0,0,1,0,0,0,0,0,1,4,8,1,0,0,0,1,0
35.000,33.800,37.800,37.000,36.000,20,19,14,17,19,1 ,2,0,0,1,0,0,0,0,0,1,1,5,1,0,0,0,1,0
36.636,33.818,.000,35.545,26.500,15,19,1,16,0,2 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,1,0,0,0
35.600,42.000,41.800,41.000,40.400,18,8,7,7,7,2 ,2,0,0,1,0,1,0,0,0,0,1,6,1,0,0,0,0,1
42.600,41.400,40.000,43.800,41.800,5,5,5,1,3,1 ,2,0,0,1,0,0,0,0,0,1,1,6,1,0,0,0,0,1
46.300,46.800,46.400,46.500,46.500,7,12,14,9,1,2 ,2,0,0,1,0,1,0,0,0,0,6,11,0,1,0,0,0,1
40.091,37.909,39.727,38.818,39.364,12,25,16,20,16,1 ,2,0,0,1,0,1,0,0,0,0,3,8,1,0,0,0,1,0
33.700,37.200,40.000,36.900,36.950,19,14,14,16,1,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
34.300,34.500,34.700,37.200,35.200,19,25,23,22,24,2 ,2,0,0,1,0,0,0,0,0,1,3,7,0,1,0,0,1,0
41.100,40.900,42.400,39.200,40.900,10,9,7,11,9,0 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,0,1
42.182,42.273,43.000,41.000,42.182,9,6,8,14,9,0 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,0,1
40.900,44.300,43.200,44.000,43.300,6,2,2,3,4,0 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
43.909,42.727,.000,43.636,32.568,4,3,1,3,0,1 ,2,0,0,1,0,0,0,0,0,1,7,12,1,0,0,1,0,0
46.100,45.500,46.100,46.200,46.100,9,11,9,12,10,2 ,2,0,0,1,0,1,0,0,0,0,2,7,0,1,0,0,0,1
44.364,41.636,41.364,41.818,42.364,13,13,15,10,13,2 ,2,0,0,1,0,1,0,0,0,0,3,8,0,1,0,0,0,1
42.200,41.700,42.000,40.500,41.800,10,12,13,19,15,2 ,2,0,0,1,0,1,0,0,0,0,4,9,0,1,0,0,0,1
29.300,33.000,32.800,35.000,32.600,27,18,20,12,22,0 ,2,1,0,0,0,0,0,1,0,0,4,9,0,1,0,1,0,0
43.600,42.400,39.400,40.200,41.800,13,16,12,14,14,0 ,2,1,0,0,0,0,0,1,0,0,1,6,0,1,0,0,0,1
40.000,34.600,37.400,38.400,37.600,19,22,22,22,25,3 ,2,1,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0
39.400,40.300,40.400,37.400,39.600,14,12,12,15,12,1 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
