
Promedio1,Promedio2,PROMEDIO3,PROMEDIO4,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,ViveconMadre,ViveconPadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,Viudo,UnionLibre,NumGrado,Edad,Hombre,Mujer,Bajo,Intermedio,Notable,Alto
42.800,39.600,37.100,38.400,39.500,8,19,20,14,15,2 ,2,1,0,0,0,0,1,0,0,0,2,6,0,1,0,0,1,0
45.917,47.583,.000,46.917,35.104,5,3,1,4,0,3 ,3,0,0,1,0,0,0,0,0,1,9,16,0,1,0,0,1,0
30.100,25.455,23.364,25.818,26.184,22,22,28,25,0,3 ,3,0,0,1,0,0,0,0,0,1,8,15,0,1,1,0,0,0
45.600,43.600,43.100,45.700,44.600,8,14,18,9,11,1 ,2,0,0,1,0,0,0,0,0,1,2,8,0,1,0,0,0,1
36.300,35.500,38.200,35.100,36.200,17,25,19,25,25,1 ,2,0,0,1,0,0,0,0,0,1,6,12,0,1,0,0,1,0
42.700,39.800,41.800,42.000,41.700,5,15,11,12,8,1 ,2,0,0,1,0,0,0,0,0,1,4,10,0,1,0,0,0,1
33.333,31.583,.000,32.750,24.417,25,23,1,24,0,2 ,2,0,0,1,0,1,0,0,0,0,10,15,1,0,1,0,0,0
42.300,46.900,42.000,44.500,44.000,5,5,6,7,6,2 ,2,0,0,1,0,1,0,0,0,0,3,8,1,0,0,0,0,1
32.364,37.545,35.182,30.091,33.909,19,8,11,27,15,2 ,2,0,0,1,0,1,0,0,0,0,8,13,1,0,0,1,0,0
41.900,40.800,41.900,42.100,41.700,2,1,1,1,2,0 ,2,0,0,0,1,0,1,0,0,0,3,8,1,0,0,0,0,1
36.500,37.600,37.700,35.100,37.000,6,4,5,11,6,3 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
46.000,46.100,45.400,45.700,46.100,6,5,5,4,3,1 ,2,0,1,0,0,1,0,0,0,0,2,7,0,1,0,0,0,1
41.600,41.700,42.200,38.000,41.100,6,6,10,16,9,1 ,2,0,1,0,0,1,0,0,0,0,4,9,0,1,0,0,0,1
40.500,40.300,41.900,40.000,40.800,6,5,3,7,4,1 ,3,1,0,0,0,0,0,0,0,1,5,10,1,0,0,0,0,1
37.000,36.727,35.818,32.182,35.636,9,8,12,26,12,1 ,3,1,0,0,0,0,0,0,0,1,7,12,1,0,0,0,1,0
39.800,39.000,39.100,40.000,39.700,12,16,18,11,15,1 ,3,1,0,0,0,0,0,0,0,1,4,9,1,0,0,0,1,0
37.800,37.300,36.400,36.300,37.200,17,25,21,22,21,3 ,2,1,0,0,0,0,0,1,0,0,2,7,1,0,0,0,1,0
38.900,42.100,42.700,42.300,41.600,15,7,7,10,9,1 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
42.455,40.545,45.273,42.909,42.909,9,10,6,8,8,1 ,2,1,0,0,0,0,0,0,0,1,3,8,0,1,0,0,0,1
34.700,37.500,38.800,38.800,37.500,23,17,14,13,20,4 ,2,0,0,1,0,0,0,0,0,1,5,9,1,0,0,0,1,0
40.200,41.300,40.200,40.500,40.700,22,19,26,24,22,4 ,2,0,0,1,0,0,0,0,0,1,2,6,1,0,0,0,0,1
29.091,31.636,27.273,25.727,28.636,27,21,31,29,29,4 ,2,0,0,1,0,0,0,0,0,1,8,12,1,0,1,0,0,0
43.000,45.417,.000,44.417,33.209,3,3,1,3,0,2 ,2,1,0,0,0,0,0,1,0,0,10,15,0,1,0,1,0,0
30.900,34.100,35.200,32.800,33.600,28,29,21,27,26,1 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,1,0,0
41.500,38.500,37.900,40.900,39.900,3,11,14,9,10,1 ,2,0,0,1,0,1,0,0,0,0,4,9,0,1,0,0,1,0
45.091,39.182,41.273,42.727,42.273,5,14,9,10,10,1 ,3,1,0,0,0,0,1,0,0,0,3,8,0,1,0,0,0,1
34.909,31.273,34.364,35.455,34.091,11,18,16,17,15,2 ,2,0,0,1,0,0,0,0,0,1,7,13,1,0,0,1,0,0
40.500,36.900,35.400,33.800,36.800,11,20,26,22,21,2 ,2,0,0,1,0,0,0,0,0,1,4,10,1,0,0,0,1,0
38.300,39.900,36.500,31.800,36.700,11,4,11,20,9,4 ,2,0,0,1,0,0,0,0,0,1,5,12,0,1,0,0,1,0
35.091,35.182,31.636,33.909,33.955,18,16,15,15,0,4 ,2,0,0,1,0,0,0,0,0,1,8,15,0,1,0,1,0,0
33.917,35.750,35.083,32.833,34.500,13,13,15,23,14,3 ,2,0,0,1,0,0,0,0,0,1,9,14,0,1,0,1,0,0
38.600,36.400,37.700,39.400,38.000,12,16,15,10,12,3 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,1,0
35.727,39.455,34.636,36.455,36.545,15,8,18,15,12,3 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,0,0,1,0
39.545,36.273,40.636,44.091,40.182,18,22,12,6,14,1 ,2,0,0,1,0,0,0,0,0,1,3,7,1,0,0,0,0,1
35.727,37.000,33.909,34.364,35.455,15,11,20,21,15,1 ,2,0,0,1,0,0,0,0,0,1,7,11,1,0,0,0,1,0
42.000,39.000,37.200,39.600,39.600,5,11,16,16,12,1 ,2,0,0,1,0,0,0,0,0,1,4,8,1,0,0,0,1,0
30.700,32.300,33.100,34.800,32.800,31,27,23,25,27,1 ,2,1,0,0,0,0,1,0,0,0,3,8,0,1,0,1,0,0
32.545,35.636,32.455,35.273,34.182,25,14,25,18,20,1 ,2,1,0,0,0,0,0,1,0,0,7,12,0,1,0,1,0,0
43.818,42.182,39.636,42.455,42.091,7,10,14,11,11,1 ,2,1,0,0,0,0,0,1,0,0,3,8,0,1,0,0,0,1
45.500,46.600,46.800,48.800,47.000,2,1,2,1,1,2 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,0,1
37.833,40.583,42.917,40.333,40.417,16,11,7,10,1,3 ,3,0,0,1,0,0,0,1,0,0,10,15,1,0,0,0,0,1
38.400,35.500,38.700,38.700,37.900,13,18,13,15,18,3 ,3,0,0,1,0,0,0,1,0,0,6,11,1,0,0,0,1,0
38.300,36.100,36.200,38.300,37.300,13,18,20,15,15,1 ,2,0,0,1,0,0,0,0,0,1,5,11,0,1,0,0,1,0
38.300,36.100,36.200,38.300,37.300,13,18,20,15,15,1 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,1,0
34.727,40.091,34.727,33.818,36.000,17,10,16,24,14,2 ,2,1,0,0,0,0,1,0,0,0,8,13,0,1,0,0,1,0
36.167,36.333,.000,36.333,27.208,26,18,1,24,0,2 ,2,1,0,0,0,0,1,0,0,0,12,17,0,1,1,0,0,0
37.889,40.500,40.500,39.200,39.700,7,4,6,8,5,1 ,2,1,0,0,0,1,0,0,0,0,6,10,0,1,0,0,1,0
39.364,37.091,36.273,31.273,36.182,6,12,11,27,11,1 ,2,1,0,0,0,1,0,0,0,0,8,12,0,1,0,0,1,0
40.400,39.100,40.200,35.400,39.000,2,6,3,14,6,1 ,2,1,0,0,0,1,0,0,0,0,4,8,0,1,0,0,1,0
38.250,38.667,39.500,38.167,38.833,9,7,5,8,6,1 ,2,0,0,1,0,1,0,0,0,0,10,15,0,1,0,0,1,0
29.600,31.500,31.800,35.400,32.200,24,22,19,17,20,1 ,2,0,0,1,0,0,0,0,0,1,5,12,0,1,0,1,0,0
31.600,30.900,28.900,31.300,30.800,24,29,32,33,33,1 ,2,1,0,0,0,0,1,0,0,0,5,11,0,1,0,1,0,0
31.900,31.500,29.700,35.600,32.300,26,28,25,19,25,1 ,2,1,0,0,0,0,1,0,0,0,4,10,0,1,0,1,0,0
36.727,29.000,32.091,32.273,32.727,26,30,29,31,32,1 ,1,1,0,0,0,0,0,1,0,0,8,11,1,0,0,1,0,0
35.333,36.000,36.917,34.500,35.833,19,13,7,11,11,3 ,2,1,0,0,0,0,0,1,0,0,5,15,0,1,0,0,1,0
40.583,38.833,42.917,40.750,40.771,12,12,6,9,1,3 ,2,1,0,0,0,0,1,0,0,0,11,15,0,1,0,0,0,1
34.900,36.700,36.900,36.400,36.300,15,12,12,11,13,1 ,4,0,0,1,0,0,0,1,0,0,4,9,0,1,0,0,1,0
39.800,38.900,39.000,41.300,39.900,14,17,15,11,13,2 ,2,0,0,1,0,0,0,0,0,1,4,10,0,1,0,0,1,0
40.273,40.273,39.909,41.455,40.545,4,5,5,1,3,1 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,0,0,1
37.167,38.167,39.250,38.167,38.188,21,16,17,17,1,1 ,2,1,0,0,0,0,0,1,0,0,11,17,0,1,0,0,1,0
31.250,31.250,35.333,36.417,33.667,24,24,12,11,16,1 ,2,1,0,0,0,0,0,1,0,0,9,14,0,1,0,1,0,0
38.300,38.000,37.000,37.300,37.600,13,13,12,15,16,1 ,2,1,0,0,0,0,1,0,0,0,6,11,0,1,0,0,1,0
36.818,34.273,32.909,34.091,34.636,16,22,17,21,17,1 ,2,1,0,0,0,0,1,0,0,0,7,12,0,1,0,1,0,0
29.167,27.000,33.417,30.667,30.083,23,26,16,19,20,3 ,2,0,0,1,0,0,0,0,0,1,9,15,1,0,0,1,0,0
34.364,36.364,35.818,36.000,35.909,21,11,10,13,12,3 ,2,0,0,1,0,0,0,0,0,1,7,13,1,0,0,0,1,0
41.545,43.818,42.273,41.364,42.455,2,2,6,3,2,2 ,2,0,0,1,0,1,0,0,0,0,8,13,0,1,0,0,0,1
22.800,32.600,28.500,40.500,28.500,30,24,27,2,26,3 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,1,0,0,0
37.600,37.100,33.900,32.444,35.500,7,9,24,25,12,1 ,2,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,1,0
31.000,33.000,32.909,31.182,32.091,26,18,21,23,23,1 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,1,0,0
32.083,38.000,38.333,36.750,36.417,20,10,8,16,13,1 ,2,1,0,0,0,0,1,0,0,0,10,15,1,0,0,0,1,0
37.900,40.700,39.200,38.100,39.200,15,9,10,14,12,1 ,2,1,0,0,0,0,1,0,0,0,6,11,1,0,0,0,1,0
38.500,38.833,37.000,38.167,38.125,17,15,15,15,1,1 ,2,1,0,0,0,0,1,0,0,0,12,17,1,0,0,0,1,0
37.900,37.300,37.300,40.300,38.300,16,16,11,7,14,1 ,2,0,0,0,1,0,1,0,0,0,6,11,1,0,0,0,1,0
30.364,30.273,32.000,34.600,31.818,27,32,23,21,24,1 ,2,0,0,0,1,0,1,0,0,0,8,14,1,0,0,1,0,0
36.833,37.417,39.333,38.917,38.333,12,5,8,9,8,1 ,3,1,0,0,0,0,0,1,0,0,10,15,0,1,0,0,1,0
34.917,36.000,35.750,37.250,36.000,16,10,11,9,11,1 ,3,1,0,0,0,0,0,1,0,0,9,14,0,1,0,0,1,0
37.900,39.800,39.000,38.300,39.000,14,14,14,19,14,4 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,0,1,0
39.100,38.100,35.600,35.600,37.200,3,4,5,18,3,1 ,2,0,0,1,0,1,0,0,0,0,6,10,0,1,0,0,1,0
34.636,35.727,30.818,35.455,34.273,17,15,28,18,17,1 ,2,0,1,0,0,1,0,0,0,0,8,14,1,0,0,1,0,0
34.273,31.273,35.818,33.909,33.818,16,27,21,20,18,1 ,2,0,1,0,0,1,0,0,0,0,7,12,1,0,0,1,0,0
33.583,33.583,33.583,33.583,33.583,24,1,1,1,24,1 ,3,0,0,1,0,0,0,0,0,1,10,17,1,0,0,1,0,0
37.700,42.200,37.600,39.400,39.300,17,5,14,13,10,1 ,3,0,0,1,0,0,0,0,0,1,6,11,1,0,0,0,1,0
37.583,35.333,34.250,34.583,35.583,11,16,18,25,13,1 ,3,0,0,1,0,0,0,0,0,1,8,14,1,0,0,0,1,0
41.667,42.417,43.583,39.833,42.083,1,1,1,2,1,2 ,3,0,0,1,0,0,0,0,0,1,11,17,0,1,0,0,0,1
40.250,38.083,40.417,40.917,40.083,3,4,4,2,2,2 ,3,0,0,1,0,0,0,0,0,1,9,15,0,1,0,0,0,1
35.833,33.083,38.500,39.500,36.833,15,21,9,9,11,1 ,3,1,0,0,0,0,0,0,0,1,10,15,1,0,0,0,1,0
35.636,35.364,33.273,35.000,35.000,22,24,26,28,25,1 ,3,1,0,0,0,0,0,0,0,1,8,13,1,0,0,1,0,0
35.500,35.500,35.500,35.500,35.500,28,1,1,1,28,2 ,2,1,0,0,0,0,0,1,0,0,11,16,0,1,0,0,1,0
30.727,32.455,30.455,31.545,31.364,29,21,28,28,26,1 ,2,1,0,0,0,0,1,0,0,0,8,12,1,0,0,1,0,0
33.909,34.273,32.818,35.455,34.364,22,18,25,25,21,1 ,3,1,0,0,0,0,1,0,0,0,8,12,1,0,0,1,0,0
37.455,35.455,32.909,32.091,34.727,18,21,24,27,25,1 ,3,1,0,0,0,0,1,0,0,0,8,11,1,0,0,1,0,0
37.455,35.455,32.909,32.091,34.727,18,21,24,27,25,1 ,3,1,0,0,0,0,1,0,0,0,7,11,1,0,0,1,0,0
30.917,30.667,36.583,38.583,34.250,31,30,14,8,19,7 ,2,0,0,1,0,0,0,0,0,1,11,17,1,0,0,1,0,0
34.364,35.455,35.545,38.700,36.182,15,16,18,10,16,7 ,2,0,0,1,0,0,0,0,0,1,7,12,1,0,0,0,1,0
32.818,29.545,35.636,38.727,34.273,25,27,18,15,22,1 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,0,1,0,0
35.333,34.583,34.333,35.250,35.083,14,16,22,23,20,0 ,2,0,0,1,0,0,0,0,0,1,10,16,1,0,0,0,1,0
33.917,35.417,32.417,37.917,34.917,22,15,22,8,19,0 ,2,0,0,1,0,0,0,0,0,1,3,14,1,0,0,1,0,0
37.583,32.750,34.417,34.000,34.917,3,22,17,27,13,3 ,2,0,0,1,0,1,0,0,0,0,9,15,0,1,0,1,0,0
34.182,33.364,28.545,30.636,31.818,26,26,30,29,28,0 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,0,1,0,0
34.667,33.083,34.250,36.583,34.833,20,16,10,13,10,4 ,2,0,0,1,0,0,0,0,0,1,9,13,1,0,0,1,0,0
30.273,25.909,32.091,30.727,29.818,28,26,23,23,25,2 ,2,1,0,0,0,0,0,1,0,0,7,12,1,0,1,0,0,0
36.909,31.727,38.455,36.182,35.909,15,24,11,20,19,2 ,2,1,0,0,0,0,0,1,0,0,7,14,1,0,0,0,1,0
34.545,36.182,39.636,39.364,37.545,14,14,8,6,11,3 ,2,0,0,1,0,1,0,0,0,0,8,14,0,1,0,0,1,0
29.417,30.167,33.750,34.417,32.083,24,28,26,22,28,1 ,3,1,0,0,0,0,0,1,0,0,9,14,1,0,0,1,0,0
31.500,30.500,32.917,36.583,33.000,24,21,21,20,20,1 ,3,1,0,0,0,0,0,1,0,0,9,15,1,0,0,1,0,0
29.167,30.000,33.167,36.333,32.083,28,26,28,13,28,1 ,3,1,0,0,0,0,0,1,0,0,12,18,1,0,0,1,0,0
37.500,38.083,37.333,36.667,37.333,2,4,3,8,3,1 ,2,1,0,0,0,0,0,1,0,0,10,16,1,0,0,0,1,0
34.833,34.250,36.500,38.417,36.083,14,16,9,8,13,1 ,2,1,0,0,0,0,0,1,0,0,9,15,1,0,0,0,1,0
37.667,37.667,40.667,38.417,38.833,9,10,5,5,6,1 ,2,1,0,0,0,0,0,1,0,0,12,18,1,0,0,0,1,0
34.545,32.000,35.273,39.545,35.455,18,20,20,6,15,1 ,2,0,0,1,0,0,0,0,0,1,8,15,1,0,0,0,1,0
29.667,29.000,32.333,34.333,31.333,31,27,27,26,30,1 ,2,0,0,1,0,0,0,0,0,1,12,19,1,0,0,1,0,0
33.083,35.333,33.500,32.333,33.750,23,13,24,27,24,1 ,2,0,0,1,0,1,0,0,0,0,10,16,1,0,0,1,0,0
39.818,37.455,36.636,36.182,37.818,12,15,19,24,16,1 ,2,0,0,1,0,1,0,0,0,0,8,13,1,0,0,0,1,0
35.167,34.583,34.833,33.500,34.750,16,15,22,19,17,2 ,2,0,1,0,0,0,0,1,0,0,9,13,1,0,0,1,0,0
35.000,34.667,36.750,33.917,35.333,16,20,12,20,14,2 ,2,0,1,0,0,0,0,1,0,0,12,16,1,0,0,0,1,0
39.417,41.167,39.583,40.083,40.250,5,3,6,4,4,0 ,2,0,0,1,0,0,1,0,0,0,12,17,1,0,0,0,0,1
27.000,29.250,22.000,12.000,27.833,30,28,29,28,28,1 ,1,1,0,0,0,0,1,0,0,0,9,16,1,0,1,0,0,0
31.091,36.000,35.182,37.818,35.091,23,16,18,9,17,1 ,1,1,0,0,0,0,1,0,0,0,8,14,1,0,0,0,1,0
33.333,33.250,34.583,33.500,33.917,20,20,19,23,22,2 ,2,1,0,0,0,0,0,0,0,1,11,15,1,0,0,1,0,0
36.333,35.917,36.083,35.250,36.000,13,7,14,15,11,2 ,2,1,0,0,0,0,0,0,0,1,12,16,1,0,0,0,1,0
28.750,36.083,29.917,33.583,32.250,34,27,32,29,32,2 ,2,1,0,0,0,0,1,0,0,0,9,14,0,1,0,1,0,0
31.917,29.333,30.500,24.333,29.083,24,33,32,33,34,2 ,2,0,0,1,0,0,0,1,0,0,9,15,0,1,1,0,0,0
38.667,35.333,36.750,37.000,37.167,13,18,14,12,15,4 ,2,0,0,1,0,1,0,0,0,0,12,18,1,0,0,0,1,0
33.667,35.167,37.750,35.500,35.667,21,21,17,23,23,1 ,3,0,0,0,1,0,0,1,0,0,12,18,1,0,0,0,1,0
37.417,36.000,38.667,37.750,37.667,12,18,10,16,14,1 ,3,0,0,0,1,0,0,1,0,0,10,15,0,1,0,0,1,0
30.167,31.750,35.750,39.000,34.917,29,24,16,14,23,0 ,2,0,0,1,0,0,0,0,0,1,10,15,0,1,0,1,0,0
35.833,32.917,33.333,36.833,34.750,17,21,20,18,21,2 ,1,0,0,1,0,1,0,0,0,0,11,15,1,0,0,1,0,0
33.800,34.900,33.900,35.800,34.600,20,17,17,12,16,2 ,2,1,0,0,0,0,1,0,0,0,6,11,0,1,0,1,0,0
33.400,33.000,30.400,34.000,32.700,26,26,29,14,25,2 ,2,1,0,0,0,0,1,0,0,0,4,9,0,1,0,1,0,0
35.600,37.800,38.700,38.000,37.700,12,8,9,5,6,2 ,3,0,0,1,0,1,0,0,0,0,5,9,1,0,0,0,1,0
44.727,42.364,43.000,43.818,43.477,1,6,6,3,0,2 ,3,0,0,1,0,1,0,0,0,0,7,11,1,0,0,0,0,1
41.300,39.600,38.200,39.200,39.700,6,7,16,13,11,1 ,2,0,0,1,0,1,0,0,0,0,3,7,0,1,0,0,1,0
39.818,41.455,.000,40.909,30.546,8,7,1,8,0,1 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,0,1,0,0
34.900,35.600,34.400,36.200,35.500,11,13,15,5,9,4 ,2,0,0,1,0,1,0,0,0,0,5,10,1,0,0,0,1,0
37.400,34.600,34.600,35.700,35.575,18,21,20,22,1,4 ,2,0,0,1,0,1,0,0,0,0,6,11,1,0,0,0,1,0
44.000,42.100,44.300,43.300,43.600,3,3,3,3,3,3 ,3,1,0,0,0,0,0,0,0,1,3,7,0,1,0,0,0,1
36.909,29.364,29.545,31.909,31.932,10,20,18,15,0,3 ,3,1,0,0,0,0,0,0,0,1,7,11,0,1,0,1,0,0
33.200,32.700,33.100,32.300,32.900,22,24,21,21,21,2 ,2,0,0,1,0,0,0,0,0,1,6,10,0,1,0,1,0,0
31.900,37.300,36.600,35.500,35.300,27,20,23,26,26,2 ,2,1,0,0,0,0,0,1,0,0,6,11,0,1,0,0,1,0
36.400,34.900,32.400,37.500,35.300,24,25,28,22,25,2 ,2,1,0,0,0,0,0,1,0,0,4,9,0,1,0,0,1,0
44.700,38.700,39.500,38.700,40.600,3,15,12,14,10,1 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,0,1
42.700,42.500,41.000,41.000,42.100,5,5,7,10,6,2 ,2,0,0,1,0,0,0,0,0,1,2,6,1,0,0,0,0,1
30.500,29.300,29.000,31.600,30.100,29,28,30,23,28,2 ,2,0,0,1,0,0,0,0,0,1,6,10,1,0,0,1,0,0
39.250,36.667,.000,38.167,28.521,8,11,1,7,0,1 ,2,0,0,1,0,1,0,0,0,0,9,13,0,1,1,0,0,0
40.900,40.200,44.100,41.000,41.700,9,10,3,4,5,1 ,2,0,0,1,0,1,0,0,0,0,6,10,0,1,0,0,0,1
41.000,41.800,41.200,40.800,41.400,6,5,6,6,6,1 ,2,0,0,1,0,1,0,0,0,0,6,8,0,1,0,0,0,1
41.182,41.091,35.727,39.091,39.273,5,6,10,5,5,1 ,2,0,0,1,0,1,0,0,0,0,7,11,0,1,0,0,1,0
41.000,41.800,41.200,40.800,41.400,6,5,6,6,6,1 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,0,1
29.000,34.000,23.000,25.000,28.000,13,13,18,14,13,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,1,0,0,0
35.100,35.500,38.100,39.900,37.200,26,24,17,14,18,2 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,1,0
48.545,47.000,48.545,48.182,48.091,1,2,1,2,1,1 ,3,0,0,1,0,0,0,0,0,1,3,7,1,0,0,0,0,1
45.545,47.273,49.182,47.455,47.364,1,2,1,1,1,1 ,3,0,0,1,0,0,0,0,0,1,7,11,1,0,0,0,0,1
36.200,39.900,40.400,38.800,38.825,15,12,12,13,1,1 ,2,1,0,0,0,0,0,1,0,0,5,11,0,1,0,0,1,0
34.300,39.700,.000,37.300,27.825,20,16,1,18,0,1 ,2,1,0,0,0,0,0,1,0,0,6,12,0,1,1,0,0,0
40.800,42.600,39.000,41.700,41.000,17,10,18,10,15,1 ,2,1,0,0,0,0,0,1,0,0,3,8,0,1,0,0,0,1
44.900,38.200,39.900,42.900,41.600,1,7,6,4,5,1 ,2,0,0,1,0,0,0,0,0,1,3,7,0,1,0,0,0,1
36.200,35.600,38.200,37.600,36.900,14,19,10,9,10,1 ,2,0,0,1,0,1,0,0,0,0,4,9,1,0,0,0,1,0
43.000,39.818,39.182,40.091,40.636,4,16,21,18,16,1 ,2,1,0,0,0,0,1,0,0,0,3,8,0,1,0,0,0,1
40.000,37.909,.000,39.273,29.296,12,15,1,12,0,1 ,2,0,0,1,0,1,0,0,0,0,8,12,0,1,1,0,0,0
39.800,39.200,36.100,39.100,38.500,3,4,8,5,4,2 ,2,0,0,1,0,0,0,0,0,1,6,11,0,1,0,0,1,0
30.364,37.818,.000,34.273,25.614,17,10,1,13,0,2 ,2,0,0,1,0,0,0,0,0,1,8,13,0,1,1,0,0,0
38.700,32.400,33.700,35.000,34.950,14,23,21,24,1,2 ,2,1,0,0,0,0,1,0,0,0,6,12,1,0,0,1,0,0
37.500,35.300,35.300,33.700,35.700,26,15,22,28,23,2 ,2,1,0,0,0,0,1,0,0,0,3,8,1,0,0,0,1,0
40.300,42.300,44.100,43.500,42.600,12,7,4,4,8,1 ,2,0,0,1,0,1,0,0,0,0,2,7,1,0,0,0,0,1
39.818,37.818,44.455,40.636,40.682,5,8,2,4,0,1 ,2,0,0,1,0,1,0,0,0,0,7,12,1,0,0,0,0,1
36.800,37.400,38.400,38.200,37.800,14,13,13,12,14,2 ,2,0,0,1,0,0,0,0,0,1,4,8,0,1,0,0,1,0
43.000,43.000,46.000,41.000,43.600,14,14,5,12,10,2 ,2,0,0,1,0,0,0,0,0,1,1,6,0,1,0,0,0,1
37.500,40.700,38.300,39.900,39.100,19,11,16,14,13,1 ,2,0,0,1,0,0,0,0,0,1,4,9,0,1,0,0,1,0
37.700,40.700,43.200,42.300,41.100,16,13,8,10,11,0 ,2,1,0,0,0,0,1,0,0,0,5,10,0,1,0,0,0,1
42.273,43.727,45.727,43.727,43.909,7,5,1,7,5,0 ,2,1,0,0,0,0,1,0,0,0,3,7,0,1,0,0,0,1
36.100,37.900,36.400,35.600,36.600,21,19,19,24,22,2 ,2,0,0,1,0,1,0,0,0,0,4,8,0,1,0,0,1,0
30.000,34.000,25.000,31.000,30.000,12,13,16,10,11,1 ,2,0,0,1,0,1,0,0,0,0,5,10,0,1,1,0,0,0
43.200,42.500,42.900,42.900,42.875,15,26,23,21,1,1 ,2,1,0,0,0,0,1,0,0,0,5,11,0,1,0,0,0,1
44.600,42.100,41.400,42.000,42.600,13,24,24,26,24,1 ,2,1,0,0,0,0,1,0,0,0,2,7,0,1,0,0,0,1
33.500,37.000,34.500,37.700,35.700,18,17,18,14,18,1 ,2,1,0,0,0,0,1,0,0,0,6,10,0,1,0,0,1,0
44.091,43.455,43.727,43.636,43.727,3,5,3,5,1,1 ,1,0,0,1,0,0,0,0,0,1,8,11,1,0,0,0,0,1
37.500,38.100,41.100,40.000,39.400,19,18,7,13,11,1 ,1,0,0,1,0,0,0,0,0,1,4,8,1,0,0,0,1,0
38.500,39.100,39.400,37.100,38.500,21,21,21,23,22,1 ,2,1,0,0,0,0,1,0,0,0,2,6,1,0,0,0,1,0
40.200,42.700,41.800,40.200,41.400,10,4,6,13,8,1 ,2,0,0,1,0,0,0,0,0,1,6,11,1,0,0,0,0,1
45.000,44.091,45.545,46.273,45.455,7,7,5,7,6,1 ,2,0,0,1,0,0,0,0,0,1,3,8,1,0,0,0,0,1
36.545,28.273,.000,32.636,24.364,16,21,1,20,0,0 ,2,0,0,1,0,0,0,0,0,1,7,12,1,0,1,0,0,0
33.300,30.900,32.300,28.100,31.300,23,28,21,31,28,2 ,2,0,0,1,0,0,0,0,0,1,5,10,0,1,0,1,0,0
35.700,34.900,39.300,38.600,37.200,22,21,11,17,18,2 ,2,0,0,1,0,0,0,0,0,1,3,8,0,1,0,0,1,0
46.900,45.200,43.400,44.800,45.200,10,8,19,13,13,1 ,2,0,1,0,0,0,0,1,0,0,2,7,0,1,0,0,0,1
41.000,41.545,.000,41.455,31.000,11,9,1,8,0,1 ,2,0,1,0,0,0,0,1,0,0,8,13,0,1,0,1,0,0
33.455,27.909,24.000,28.455,28.455,18,22,24,20,0,1 ,2,0,0,1,0,0,0,0,0,1,7,12,0,1,1,0,0,0
32.545,30.818,28.818,30.818,30.750,20,16,19,17,0,3 ,2,1,0,0,0,0,0,1,0,0,7,12,1,0,0,1,0,0
32.100,34.300,32.700,30.800,32.600,21,14,24,21,19,2 ,2,0,1,0,0,0,0,1,0,0,5,10,1,0,0,1,0,0
39.182,38.727,37.091,38.182,38.296,13,11,11,12,1,1 ,2,1,0,0,0,0,0,0,0,1,8,12,1,0,0,0,1,0
44.700,42.000,44.700,40.300,43.100,17,17,14,23,19,1 ,2,0,0,1,0,1,0,0,0,0,2,7,1,0,0,0,0,1
41.000,40.200,45.000,45.300,43.000,23,20,13,11,20,1 ,2,0,0,1,0,1,0,0,0,0,2,6,1,0,0,0,0,1
38.091,38.182,32.091,36.091,36.114,16,17,20,18,1,1 ,2,0,0,1,0,1,0,0,0,0,7,11,1,0,0,0,1,0
42.818,43.182,45.364,43.182,43.637,5,4,2,4,0,0 ,3,1,0,0,0,0,0,1,0,0,7,12,0,1,0,0,0,1
31.600,31.700,34.500,30.700,32.200,22,26,14,20,21,1 ,2,1,0,0,0,0,1,0,0,0,5,11,0,1,0,1,0,0
40.900,41.200,38.300,38.300,39.900,10,9,12,16,11,3 ,2,0,0,1,0,0,0,0,0,1,2,6,0,1,0,0,1,0
38.500,39.800,36.900,37.000,38.100,19,12,25,20,18,1 ,2,1,0,0,0,0,0,1,0,0,5,9,0,1,0,0,1,0
43.818,45.636,42.818,47.364,44.909,11,4,13,4,7,1 ,2,1,0,0,0,0,0,1,0,0,3,7,0,1,0,0,0,1
