
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
2 ,41.583,42.167,41.250,42.167,5,2,4,3,3,4 ,2,1,0,0,0,0,0,0,1,0,0,9,14,0,1
2 ,39.357,42.143,42.214,41.286,8,7,6,11,7,4 ,2,1,0,0,0,0,0,0,1,0,0,7,12,0,1
3 ,37.000,36.100,37.800,38.100,12,16,9,5,12,0 ,2,1,0,0,0,0,0,1,0,0,0,6,13,0,1
1 ,36.833,37.917,37.750,37.833,10,9,8,6,7,3 ,3,0,0,1,0,0,0,0,1,0,0,12,18,0,1
2 ,29.583,27.750,33.333,32.417,24,26,23,13,24,2 ,2,1,0,0,0,0,1,0,0,0,0,10,15,1,0
3 ,33.500,32.300,30.700,32.600,21,27,28,29,28,1 ,2,0,0,1,0,0,0,0,1,0,0,6,11,1,0
4 ,32.455,34.727,31.727,32.727,21,20,20,26,20,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
2 ,36.000,33.083,34.500,34.750,21,26,28,21,25,2 ,2,0,0,1,0,0,0,0,1,0,0,11,17,1,0
4 ,34.500,38.500,35.750,36.167,15,2,8,14,7,2 ,2,0,0,1,0,0,0,0,1,0,0,10,16,1,0
3 ,36.167,40.250,37.667,37.917,14,3,9,12,11,2 ,2,0,0,1,0,1,0,0,0,0,0,9,14,0,1
3 ,33.000,34.900,33.700,35.200,22,19,22,15,20,2 ,2,0,0,1,0,1,0,0,0,0,0,6,11,0,1
3 ,36.929,33.857,33.143,35.500,13,17,25,16,20,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,0,1
3 ,31.300,33.300,34.200,33.400,28,23,19,28,25,0 ,2,0,0,0,0,0,0,0,0,0,0,6,13,0,1
1 ,35.167,36.167,35.417,35.000,22,12,23,24,20,0 ,2,0,0,1,0,0,0,0,1,0,0,10,16,0,1
3 ,36.786,38.214,36.357,37.429,14,4,13,10,9,1 ,2,0,1,0,0,0,1,0,0,0,0,7,12,0,1
1 ,39.000,35.250,36.500,37.167,11,19,15,11,15,1 ,2,0,1,0,0,0,1,0,0,0,0,12,17,0,1
4 ,36.750,36.417,39.167,37.333,7,16,8,14,10,2 ,2,0,0,1,0,0,0,0,1,0,0,9,14,0,1
3 ,36.300,41.500,40.200,39.100,14,4,5,17,9,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
3 ,35.929,35.857,38.286,36.000,17,12,9,24,16,2 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
3 ,33.417,33.667,33.917,33.833,20,15,20,26,22,5 ,2,1,0,0,0,0,1,0,0,0,0,10,17,0,1
3 ,40.300,44.100,41.200,43.000,3,1,3,1,2,3 ,2,1,0,0,0,1,0,0,0,0,0,6,11,1,0
1 ,33.417,33.417,34.833,34.333,28,34,27,27,29,2 ,2,1,0,0,0,0,0,0,0,0,1,9,16,1,0
1 ,32.467,36.333,30.467,32.800,28,19,33,29,27,2 ,2,1,0,0,0,0,0,0,0,0,0,8,14,1,0
1 ,32.143,33.286,32.071,33.357,28,23,25,22,28,2 ,2,1,0,0,0,0,0,0,0,0,0,7,13,1,0
2 ,45.000,45.750,46.250,45.750,2,3,2,2,2,3 ,2,0,0,1,0,1,0,0,0,0,0,11,15,0,1
1 ,36.833,35.667,37.500,36.833,18,15,11,13,16,1 ,2,1,0,0,0,0,0,0,0,1,0,12,18,1,0
2 ,33.909,35.818,30.909,34.091,22,15,26,21,23,3 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
1 ,32.750,34.750,34.333,34.583,24,22,22,17,25,0 ,2,0,0,1,0,0,0,0,1,0,0,12,17,1,0
1 ,43.833,41.750,42.083,42.667,1,1,1,1,1,1 ,2,0,1,0,0,0,0,1,0,0,0,11,15,0,1
2 ,36.182,36.091,36.091,37.000,10,13,11,7,12,2 ,2,0,0,1,0,1,0,0,0,0,0,7,13,0,1
2 ,36.417,32.833,32.500,34.667,12,17,15,14,11,1 ,2,0,0,1,0,1,0,0,0,0,0,9,15,1,0
3 ,36.750,32.583,34.250,35.083,8,24,19,15,11,1 ,2,0,0,1,0,1,0,0,0,0,1,9,16,1,0
2 ,34.083,32.500,35.750,34.750,21,23,20,19,22,1 ,2,0,0,1,0,1,0,0,0,0,0,12,19,1,0
2 ,31.333,31.833,32.833,33.167,32,33,31,23,29,2 ,2,0,0,1,0,1,0,0,0,0,0,9,14,1,0
2 ,34.500,36.800,40.400,38.200,21,20,14,14,15,3 ,1,0,0,1,0,0,0,0,1,0,0,6,11,0,1
1 ,35.083,33.917,35.250,35.583,22,26,20,14,22,3 ,1,0,0,1,0,0,0,0,1,0,0,12,17,0,1
3 ,33.000,30.917,34.083,33.000,30,31,27,23,26,2 ,2,0,0,1,0,1,0,0,0,0,0,11,17,0,1
2 ,36.300,36.500,37.000,37.200,15,21,24,21,20,2 ,2,0,0,1,0,1,0,0,0,0,0,6,12,0,1
4 ,31.833,32.750,29.833,30.083,25,30,33,32,33,2 ,2,0,0,1,0,1,0,0,0,0,0,9,13,0,1
2 ,34.900,37.700,36.700,37.400,20,14,26,17,19,2 ,2,0,0,1,0,1,0,0,0,0,0,6,10,0,1
4 ,35.545,35.727,34.182,35.909,20,18,19,15,21,2 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
2 ,45.273,45.182,45.364,45.636,2,2,2,1,2,0 ,2,0,0,0,1,0,0,0,1,0,0,8,12,0,1
4 ,40.417,42.750,42.417,41.500,1,1,1,2,1,0 ,2,1,0,0,0,0,1,0,0,0,0,9,15,1,0
2 ,37.800,38.100,41.500,39.200,12,13,10,21,13,2 ,3,0,1,0,0,1,0,0,0,0,0,6,12,1,0
2 ,30.083,32.500,33.833,33.167,29,23,25,15,27,1 ,2,0,0,1,0,0,0,0,1,0,0,10,16,1,0
2 ,39.500,39.083,37.167,38.750,7,10,11,12,9,2 ,2,0,1,0,0,1,0,0,0,0,0,9,13,1,0
2 ,32.800,36.900,39.400,37.400,24,19,17,17,19,2 ,2,1,0,0,0,0,1,0,0,0,0,6,11,1,0
1 ,37.250,37.917,39.583,38.583,7,4,3,3,4,4 ,2,1,0,0,0,0,0,0,1,0,0,11,16,0,1
1 ,38.833,37.167,37.333,37.667,12,10,12,12,13,4 ,2,1,0,0,0,0,0,0,1,0,0,12,17,0,1
2 ,41.417,37.167,39.417,40.167,6,21,6,4,6,1 ,2,0,0,1,0,1,0,0,0,0,1,9,13,1,0
2 ,40.909,41.909,44.818,42.909,6,4,3,4,3,1 ,2,0,0,1,0,1,0,0,0,0,0,8,12,1,0
4 ,37.636,37.455,36.091,37.727,12,11,10,9,9,1 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
3 ,36.250,36.417,39.917,38.083,17,18,7,4,9,1 ,2,0,0,1,0,1,0,0,0,0,0,12,17,0,1
3 ,36.250,33.000,33.500,34.083,13,26,27,24,22,1 ,2,0,0,1,0,0,0,0,1,0,0,9,15,1,0
3 ,38.500,39.667,38.833,38.583,6,6,5,11,6,2 ,2,0,0,1,0,0,0,0,1,0,0,9,15,0,1
1 ,37.500,36.500,39.500,38.500,18,17,6,5,9,2 ,2,0,0,1,0,0,0,0,1,0,0,7,16,0,1
3 ,36.500,34.833,36.917,36.417,18,15,18,15,19,2 ,2,0,0,1,0,0,0,0,1,0,0,12,18,0,1
3 ,35.083,35.250,36.083,36.333,17,16,18,8,13,0 ,1,1,0,0,0,0,0,0,1,0,0,11,16,1,0
4 ,35.067,34.867,38.267,37.067,15,19,6,5,9,2 ,2,1,0,0,0,0,0,0,0,1,0,8,14,1,0
3 ,41.571,40.143,41.714,40.786,5,10,5,10,8,2 ,2,1,0,0,0,0,0,0,0,1,0,7,13,1,0
5 ,26.200,36.800,33.267,32.000,29,9,14,21,20,2 ,3,0,1,0,0,0,0,1,0,0,0,8,12,1,0
3 ,34.083,33.167,37.667,35.667,16,16,9,12,16,3 ,2,0,0,1,0,1,0,0,0,0,1,10,14,0,1
2 ,32.917,31.417,31.000,32.583,25,26,27,26,25,2 ,2,0,0,1,0,1,0,0,0,0,0,10,15,1,0
3 ,35.500,33.643,32.143,34.071,21,26,26,25,26,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
4 ,33.000,30.167,34.417,33.250,24,29,25,26,29,1 ,2,0,0,1,0,0,0,0,1,0,0,10,14,0,1
5 ,40.333,40.167,35.333,38.167,6,5,23,24,12,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,0,1
3 ,31.867,34.133,36.067,35.133,26,23,18,14,23,1 ,2,0,0,1,0,0,0,0,1,0,0,8,12,0,1
4 ,36.417,33.833,39.417,36.833,19,19,7,13,17,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,0,1
2 ,34.667,33.167,33.500,33.833,25,22,21,28,25,2 ,2,1,0,0,0,0,0,0,0,1,0,9,13,1,0
4 ,37.083,37.333,38.333,38.333,9,9,6,5,6,2 ,2,1,0,0,0,0,0,1,0,0,0,9,15,0,1
3 ,29.600,32.000,32.733,31.733,33,28,32,29,34,3 ,2,0,0,1,0,1,0,0,0,0,0,8,15,1,0
3 ,33.000,32.000,31.818,33.636,25,26,23,17,27,3 ,2,0,0,1,0,1,0,0,0,0,0,8,16,1,0
4 ,42.417,42.500,41.167,42.250,2,3,3,3,3,1 ,2,1,0,0,0,1,0,0,0,0,0,9,14,0,1
3 ,39.417,41.250,42.417,40.833,6,1,2,2,2,1 ,2,1,0,0,0,1,0,0,0,0,0,12,17,0,1
3 ,38.583,38.333,36.250,37.417,5,9,16,17,10,2 ,2,0,0,1,0,0,0,0,1,0,0,11,16,0,1
2 ,39.167,38.333,36.500,38.583,8,5,13,3,8,2 ,2,0,0,1,0,0,0,0,1,0,0,10,15,0,1
3 ,37.400,40.467,40.933,40.200,9,6,8,6,8,2 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
1 ,36.250,38.083,35.500,36.500,10,9,18,25,14,1 ,3,1,0,0,0,0,0,0,1,0,0,9,13,0,1
3 ,31.833,33.083,32.917,32.833,23,18,22,24,28,1 ,2,0,0,0,1,0,0,1,0,0,1,10,18,0,1
1 ,37.417,39.083,36.833,38.000,17,13,16,17,14,1 ,2,0,0,0,1,0,0,1,0,0,1,9,17,0,1
3 ,33.636,32.364,32.727,34.545,23,22,22,10,23,0 ,2,1,0,0,0,0,0,0,1,0,0,8,13,1,0
2 ,28.357,34.400,34.533,33.533,31,20,22,19,25,3 ,2,0,0,1,0,1,0,0,0,0,0,8,12,1,0
2 ,36.364,30.909,31.545,33.000,21,28,30,30,29,2 ,2,0,0,1,0,0,0,0,1,0,0,8,14,0,1
2 ,34.500,31.286,31.071,31.857,18,32,27,29,28,2 ,2,0,0,1,0,0,0,0,1,0,0,7,11,0,1
4 ,31.636,33.091,33.091,33.455,27,29,24,25,28,2 ,2,0,0,1,0,0,0,0,1,0,0,8,14,0,1
2 ,32.429,32.786,30.286,31.286,25,29,29,31,30,2 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
2 ,36.750,34.750,37.000,36.500,9,15,5,13,10,1 ,2,1,0,0,0,0,1,0,0,0,0,11,16,0,1
2 ,35.286,36.467,36.067,36.267,14,14,15,17,15,1 ,2,1,0,0,0,0,1,0,0,0,0,8,12,0,1
2 ,36.583,33.750,38.333,36.333,15,26,15,21,18,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,0,1
2 ,37.667,39.083,40.833,38.917,12,8,4,12,8,3 ,2,1,0,0,0,0,0,1,0,0,0,9,14,1,0
2 ,33.786,37.133,39.800,38.267,19,13,5,7,9,3 ,2,1,0,0,0,0,0,1,0,0,0,8,13,1,0
1 ,36.917,37.500,37.833,37.167,17,11,21,20,17,2 ,2,0,0,1,0,1,0,0,0,0,0,12,17,1,0
1 ,33.833,32.167,31.250,32.833,27,23,32,23,28,1 ,2,0,0,0,1,1,0,0,0,0,1,10,16,1,0
7 ,33.083,32.667,38.250,35.583,17,16,7,8,13,1 ,2,0,0,0,1,1,0,0,0,0,0,9,15,1,0
5 ,36.733,39.133,38.133,39.000,5,2,3,2,3,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,1,0
1 ,35.500,37.000,33.583,36.750,24,24,30,15,23,2 ,2,1,0,0,0,0,1,0,0,0,0,9,14,0,1
3 ,33.833,34.083,37.833,35.333,22,22,14,23,23,2 ,2,1,0,0,0,0,1,0,0,0,0,12,17,0,1
4 ,42.667,43.167,42.250,43.000,1,1,2,1,2,1 ,3,0,0,1,0,1,0,0,0,0,0,9,14,0,1
1 ,33.500,34.417,37.083,34.583,26,20,14,16,24,2 ,2,1,0,0,0,1,0,0,0,0,0,11,16,0,1
3 ,34.200,35.200,37.600,35.467,17,20,10,26,20,2 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
3 ,37.143,37.143,36.357,37.143,14,15,17,14,18,2 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
2 ,36.333,36.833,36.083,37.167,10,6,10,4,6,1 ,2,0,0,1,0,1,0,0,0,0,0,11,18,0,1
5 ,39.833,38.000,37.833,38.500,8,12,9,15,9,1 ,2,0,0,1,0,1,0,0,0,0,0,10,17,0,1
3 ,39.714,38.643,36.571,38.143,9,13,16,16,14,1 ,2,0,0,1,0,1,0,0,0,0,0,7,13,0,1
4 ,39.833,38.000,37.833,38.500,8,12,9,15,9,1 ,2,0,0,1,0,1,0,0,0,0,0,7,17,0,1
2 ,42.917,42.000,43.000,42.667,3,1,1,1,1,2 ,3,0,1,0,0,0,0,0,1,0,0,10,15,0,1
1 ,41.429,43.643,45.929,44.286,2,1,2,2,2,2 ,3,0,1,0,0,0,0,0,1,0,0,7,12,0,1
1 ,36.000,35.250,36.750,36.333,14,15,16,13,14,2 ,2,0,0,1,0,1,0,0,0,0,0,11,17,0,1
4 ,36.538,38.429,38.786,38.643,16,14,15,11,13,2 ,2,0,0,1,0,1,0,0,0,0,0,8,13,0,1
4 ,40.071,42.429,43.286,42.214,4,3,5,5,5,1 ,2,0,0,1,0,1,0,0,0,0,0,8,11,0,1
2 ,34.250,36.833,35.667,36.500,17,6,14,6,10,2 ,2,0,0,1,0,1,0,0,0,0,0,11,15,1,0
1 ,36.417,37.417,34.917,37.750,14,12,22,4,13,2 ,2,0,0,1,0,1,0,0,0,0,0,10,13,1,0
4 ,37.643,39.143,40.786,39.357,8,7,9,11,10,1 ,1,0,1,0,0,0,0,0,1,0,0,8,12,1,0
3 ,43.167,41.667,38.833,41.417,4,5,7,5,4,1 ,3,1,0,0,0,0,0,1,0,0,0,9,14,1,0
1 ,34.667,36.417,35.167,36.000,19,16,20,17,18,1 ,2,0,0,1,0,1,0,0,0,0,0,10,14,0,1
4 ,37.643,39.143,41.857,40.286,8,7,7,6,8,2 ,2,0,1,0,0,1,0,0,0,0,0,8,11,0,1
1 ,37.643,39.143,41.857,40.286,8,7,7,6,8,2 ,2,0,1,0,0,1,0,0,0,0,0,7,11,0,1
2 ,30.364,31.250,32.917,33.000,23,27,24,14,26,4 ,2,0,1,0,0,1,0,0,0,0,0,11,17,0,1
3 ,33.583,32.167,37.000,34.417,18,20,12,23,20,4 ,2,0,1,0,0,1,0,0,0,0,0,10,15,0,1
3 ,35.636,37.091,35.273,36.818,16,6,11,8,11,1 ,2,0,1,0,0,0,1,0,0,0,0,8,15,0,1
1 ,32.357,34.357,36.571,35.000,27,19,17,22,26,1 ,2,0,1,0,0,0,1,0,0,0,0,7,13,0,1
3 ,37.667,36.750,37.833,37.083,10,16,13,12,11,2 ,2,1,0,0,0,0,1,0,0,0,0,11,18,1,0
1 ,35.143,35.714,36.571,35.714,16,16,17,24,21,3 ,2,0,0,1,0,0,0,0,1,0,0,7,11,1,0
3 ,37.500,37.500,38.833,37.333,12,11,11,20,13,1 ,2,0,0,1,0,0,0,0,1,0,0,11,17,0,1
3 ,31.833,35.500,33.750,34.083,29,20,25,19,22,1 ,2,0,0,1,0,0,0,0,1,0,0,9,15,0,1
1 ,33.429,36.214,35.786,35.500,23,14,18,21,22,2 ,2,0,0,0,1,1,0,0,0,0,0,7,11,1,0
4 ,34.429,37.214,40.071,37.786,20,11,10,11,13,0 ,2,0,0,1,0,0,0,0,1,0,0,8,11,0,1
1 ,34.429,37.214,40.071,37.786,20,11,10,11,13,0 ,2,0,0,1,0,0,0,0,1,0,0,7,11,0,1
3 ,38.333,35.167,34.417,36.750,9,15,15,8,11,1 ,2,0,0,1,0,0,0,0,0,0,0,9,13,0,1
3 ,36.727,34.364,37.364,37.455,12,15,4,4,8,2 ,2,0,0,1,0,1,0,0,0,0,0,8,13,0,1
3 ,31.583,34.417,32.667,33.083,23,20,22,31,20,1 ,3,1,0,0,0,0,0,1,0,0,0,12,17,0,1
4 ,38.000,36.727,35.364,37.091,11,14,13,18,14,3 ,3,0,0,1,0,0,0,0,1,0,0,8,13,0,1
2 ,36.917,37.500,36.000,37.750,16,19,16,7,13,2 ,3,0,0,1,0,1,0,0,0,0,0,9,15,0,1
3 ,37.000,37.600,36.300,37.600,12,13,15,15,14,2 ,3,0,0,1,0,1,0,0,0,0,0,6,12,0,1
2 ,35.091,36.636,36.364,36.000,18,14,13,21,13,2 ,3,0,0,1,0,1,0,0,0,0,0,8,14,0,1
1 ,34.846,32.857,31.214,33.429,22,27,29,24,27,2 ,3,0,0,1,0,1,0,0,0,0,0,7,13,0,1
2 ,36.083,32.583,33.250,33.750,20,29,33,29,31,2 ,2,1,0,0,0,0,1,0,0,0,0,11,17,1,0
2 ,27.083,30.167,33.417,31.667,30,28,27,18,30,2 ,2,1,0,0,0,0,1,0,0,0,0,10,16,1,0
4 ,41.273,41.545,38.273,40.636,4,2,6,5,3,1 ,2,0,0,1,0,0,1,0,0,0,0,8,13,1,0
3 ,36.000,34.400,31.900,35.000,18,24,24,17,21,1 ,2,0,0,1,0,0,0,0,1,0,0,5,12,1,0
4 ,32.455,34.909,37.091,35.364,20,16,15,16,17,1 ,2,0,0,1,0,0,0,0,1,0,0,8,15,1,0
1 ,32.455,34.727,31.727,32.727,21,20,20,26,20,1 ,2,0,0,1,0,0,0,0,1,0,0,7,13,1,0
4 ,26.500,32.417,34.833,33.250,21,22,22,5,22,2 ,2,0,0,1,0,0,0,0,1,0,0,10,15,1,0
3 ,39.333,41.667,38.667,39.750,4,4,10,4,5,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,0,1
3 ,39.909,39.091,35.364,38.727,6,3,10,5,4,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
3 ,39.250,39.083,39.833,39.583,5,4,8,6,5,4 ,2,0,0,0,1,0,0,1,0,0,0,11,16,0,1
3 ,35.909,35.364,34.818,36.182,13,9,15,13,15,4 ,2,0,0,0,1,0,0,1,0,0,0,8,13,0,1
3 ,38.286,36.071,36.143,36.643,7,11,14,22,15,4 ,2,0,0,0,1,0,0,1,0,0,0,7,12,0,1
5 ,38.333,37.250,36.917,38.417,13,13,15,4,10,1 ,2,0,0,1,0,0,0,0,1,0,0,10,15,0,1
4 ,38.333,37.250,36.917,38.417,13,13,15,4,10,1 ,2,0,0,1,0,0,0,0,1,0,0,7,15,0,1
2 ,35.182,31.273,28.909,32.636,17,25,31,22,25,0 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
4 ,36.545,37.273,38.818,38.364,14,12,5,7,6,2 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
1 ,37.250,35.750,38.750,37.583,8,8,5,5,8,5 ,2,1,0,0,0,0,1,0,0,0,0,11,19,0,1
4 ,36.000,35.091,33.455,35.182,17,23,22,28,24,5 ,2,1,0,0,0,0,1,0,0,0,0,8,14,0,1
4 ,34.000,35.267,36.400,35.600,20,17,14,19,13,1 ,2,0,0,0,1,0,0,1,0,0,0,8,15,0,1
5 ,38.333,36.000,36.750,37.333,13,20,17,16,17,1 ,2,0,0,1,0,0,0,0,1,0,0,10,16,0,1
4 ,38.500,38.333,37.000,37.833,11,9,14,19,15,1 ,2,0,0,1,0,1,0,0,0,0,0,7,16,1,0
3 ,30.067,35.067,33.133,33.400,31,21,29,25,31,0 ,2,0,0,1,0,0,0,0,1,0,0,8,14,1,0
3 ,35.727,30.909,31.273,33.818,15,29,25,18,26,0 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
3 ,39.333,39.167,38.333,39.083,4,5,8,5,4,2 ,2,0,1,0,0,1,0,0,0,0,0,11,16,1,0
4 ,35.214,39.786,41.143,39.429,12,5,3,5,5,2 ,2,0,1,0,0,1,0,0,0,0,0,7,12,1,0
3 ,35.833,38.167,40.417,38.500,22,5,9,6,7,2 ,2,0,1,0,0,1,0,0,0,0,0,12,17,1,0
3 ,43.917,42.500,39.000,40.917,3,4,6,12,5,2 ,2,0,0,1,0,0,0,0,0,0,0,9,14,1,0
4 ,39.800,38.667,40.800,40.267,1,4,2,2,2,2 ,2,0,0,1,0,0,0,0,0,0,0,8,13,1,0
2 ,45.333,44.167,44.083,43.667,2,2,3,5,3,2 ,2,0,0,1,0,0,0,0,0,0,0,12,17,1,0
1 ,38.917,37.917,39.583,39.167,8,10,8,7,9,1 ,2,0,0,1,0,1,0,0,0,0,0,10,14,0,1
4 ,37.571,40.286,42.357,40.357,8,4,2,6,3,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
1 ,36.333,35.417,38.583,37.333,22,19,20,15,16,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,0,1
4 ,31.786,35.929,33.786,34.286,24,16,20,16,19,1 ,2,1,0,0,0,0,0,1,0,0,0,7,13,0,1
1 ,32.750,35.583,35.583,35.750,24,17,17,7,16,2 ,2,1,0,0,0,1,0,0,0,0,0,9,14,1,0
3 ,34.333,37.083,37.500,36.083,21,7,15,25,17,2 ,2,1,0,0,0,1,0,0,0,0,0,12,18,1,0
1 ,35.500,37.750,38.667,37.917,14,10,7,4,8,2 ,2,0,0,1,0,1,0,0,0,0,0,9,14,1,0
1 ,37.417,37.167,38.667,37.000,6,7,8,18,9,2 ,2,0,0,1,0,0,0,0,1,0,0,11,17,1,0
2 ,30.750,30.250,26.500,27.583,28,29,28,26,29,2 ,2,0,0,0,1,0,0,0,0,0,0,10,16,1,0
1 ,33.833,32.417,33.750,32.750,24,25,29,24,29,1 ,3,0,0,1,0,0,0,0,1,0,0,11,18,0,1
1 ,30.133,29.133,29.600,29.333,31,34,35,32,32,1 ,3,0,0,1,0,0,0,0,1,0,0,8,13,0,1
5 ,35.867,33.200,34.400,35.400,8,19,11,9,11,1 ,3,0,0,1,0,0,0,0,1,0,0,8,14,0,1
4 ,36.222,37.944,30.000,34.222,13,11,27,23,19,0 ,3,0,0,0,0,0,0,0,0,0,0,9,15,0,1
1 ,42.091,41.182,42.091,42.273,3,7,1,1,2,0 ,1,1,0,0,0,0,1,0,0,0,0,10,15,0,1
5 ,34.667,37.667,36.067,36.933,11,6,5,6,6,0 ,1,1,0,0,0,0,0,0,1,0,0,8,13,1,0
1 ,31.545,32.818,31.182,33.364,32,25,28,14,27,2 ,3,0,1,0,0,0,0,1,0,0,0,8,13,1,0
3 ,41.400,40.800,41.000,41.333,3,5,7,7,6,3 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
3 ,41.500,40.786,42.000,41.143,6,7,3,8,5,3 ,2,0,0,1,0,1,0,0,0,0,0,7,11,0,1
4 ,36.417,31.833,33.833,35.000,20,28,23,9,22,1 ,2,0,0,1,0,0,0,0,1,0,0,11,16,0,1
1 ,40.333,40.167,35.333,38.167,6,5,23,24,12,1 ,2,0,0,1,0,0,0,0,1,0,0,7,15,0,1
3 ,36.417,33.833,39.417,36.833,19,19,7,13,17,1 ,2,0,0,1,0,0,0,0,1,0,0,12,17,0,1
3 ,42.083,37.583,40.167,40.250,4,5,4,4,4,2 ,2,0,0,1,0,1,0,0,0,0,0,10,15,0,1
3 ,34.333,32.083,36.417,34.750,25,24,20,18,25,2 ,2,1,0,0,0,0,0,0,0,1,0,12,17,1,0
3 ,31.833,39.417,34.667,35.250,29,7,22,18,17,3 ,2,0,0,1,0,1,0,0,0,0,1,9,17,1,0
3 ,45.467,45.600,44.867,45.933,1,1,1,1,1,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,0,1
4 ,33.083,38.667,34.917,36.250,22,6,16,10,13,0 ,2,0,0,1,0,0,0,0,1,0,0,9,14,1,0
1 ,32.417,35.250,31.667,34.000,29,17,28,20,27,1 ,2,1,0,0,0,0,0,1,0,0,0,11,16,1,0
2 ,34.417,33.917,32.750,34.083,22,19,21,27,21,1 ,2,1,0,0,0,0,0,1,0,0,0,10,15,1,0
4 ,34.267,32.733,33.267,34.133,17,28,29,23,21,1 ,2,1,0,0,0,0,0,1,0,0,0,8,13,1,0
4 ,42.357,43.500,43.071,43.143,3,1,1,1,1,1 ,2,1,0,0,0,0,0,1,0,0,0,7,12,1,0
1 ,35.667,34.917,35.000,35.000,23,29,26,28,28,1 ,2,0,0,1,0,0,0,0,1,0,0,9,15,0,1
4 ,38.333,36.000,36.750,37.333,13,20,17,16,17,1 ,2,0,0,1,0,0,0,0,1,0,0,7,16,0,1
4 ,42.667,42.000,36.462,38.786,2,2,12,8,8,1 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
4 ,34.067,36.533,34.000,35.000,19,12,26,25,17,1 ,2,0,0,1,0,1,0,0,0,0,0,8,13,1,0
2 ,36.917,35.000,35.833,35.833,7,14,13,20,13,3 ,2,0,1,0,0,1,0,0,0,0,0,11,16,1,0
3 ,29.917,29.917,28.583,29.250,33,33,34,32,32,0 ,2,0,0,1,0,0,0,0,1,0,0,9,14,1,0
4 ,37.083,31.917,36.833,36.750,11,23,13,1,13,2 ,2,0,1,0,0,1,0,0,0,0,0,10,15,1,0
4 ,45.071,37.429,37.357,40.071,1,9,10,7,4,2 ,2,0,0,1,0,0,0,0,0,0,0,7,12,1,0
2 ,33.333,32.500,34.333,34.167,20,24,20,15,20,2 ,2,0,1,0,0,1,0,0,0,0,0,11,16,0,1
2 ,40.167,40.833,36.333,38.833,8,5,11,13,9,1 ,2,0,0,1,0,0,0,0,1,0,0,9,14,0,1
2 ,39.000,41.200,38.267,39.600,5,3,9,9,5,1 ,2,0,0,1,0,0,0,0,0,0,0,8,12,0,1
2 ,35.643,39.133,38.467,38.133,12,8,7,13,10,1 ,2,0,0,0,1,0,0,0,1,0,0,8,13,1,0
3 ,33.818,32.273,31.364,33.636,21,23,24,17,27,0 ,3,0,0,1,0,0,0,0,1,0,0,8,14,1,0
3 ,29.583,33.667,33.583,32.500,36,24,25,22,26,2 ,2,0,0,1,0,0,0,0,1,0,1,11,18,0,1
4 ,33.583,35.083,33.500,34.250,20,15,23,22,21,1 ,2,1,0,0,0,0,1,0,0,0,0,9,13,0,1
2 ,35.333,35.500,34.417,35.417,16,15,22,19,18,1 ,2,0,0,1,0,0,0,0,1,0,0,11,16,0,1
3 ,38.167,35.417,35.083,36.583,10,14,13,11,12,1 ,2,0,0,1,0,0,0,0,1,0,0,9,14,0,1
2 ,26.727,30.091,29.182,29.909,32,29,29,26,32,1 ,2,0,0,1,0,1,0,0,0,0,0,8,13,0,1
1 ,32.333,30.250,25.667,29.667,22,29,31,0,29,2 ,2,1,0,0,0,0,1,0,0,0,1,10,18,0,1
2 ,37.500,37.083,33.000,36.750,12,22,30,14,19,2 ,2,1,0,0,0,0,1,0,0,0,0,9,16,0,1
