
Grupo,PROMEDIO1,PROMEDIO2,PROMEDIO3,PromedioFinal,PUESTO1,PUESTO2,PUESTO3,PUESTO4,PuestoFinal,NUMHERMANO,ESTRATO,Viveconmadre,Viveconpadre,ViveconAmbos,ViveconOtros,Casados,Solteros,Separados,UnionLibre,Viudo,RetiradoCluster,Numgrado,Edad,Hombre,Mujer
7 ,21.333,20.500,.000,.000,26,26,1,27,0,1 ,2,1,0,0,0,0,0,1,0,0,0,9,16,1,0
2 ,36.182,43.182,42.727,.000,14,4,2,4,1,2 ,2,0,1,0,0,0,0,0,1,0,0,8,13,1,0
4 ,36.636,31.000,.000,.000,19,26,1,22,0,2 ,2,1,0,0,0,0,1,0,0,0,0,8,14,1,0
3 ,24.667,29.750,.000,.000,23,17,1,22,0,1 ,1,0,0,1,0,1,0,0,0,0,0,11,16,1,0
1 ,47.400,48.300,.000,.000,5,3,1,4,0,1 ,2,0,1,0,0,0,0,0,1,0,0,5,9,0,1
1 ,38.545,36.091,36.091,37.545,19,27,28,24,26,2 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
2 ,47.545,47.273,46.636,46.727,5,4,7,8,7,2 ,2,0,1,0,0,1,0,0,0,0,0,3,7,0,1
4 ,44.750,45.167,.000,.000,5,2,1,3,0,2 ,2,0,0,1,0,1,0,0,0,0,0,10,15,1,0
1 ,40.700,40.200,40.200,39.800,11,13,20,24,16,1 ,2,0,1,0,0,0,1,0,0,0,0,4,9,1,0
2 ,38.500,39.400,.000,.000,18,21,1,23,0,2 ,2,0,0,1,0,0,0,0,1,0,0,6,10,1,0
2 ,45.900,47.200,47.100,.000,9,11,11,7,1,1 ,2,0,1,0,0,0,0,0,1,0,0,6,10,1,0
1 ,39.800,41.100,42.000,41.400,11,8,5,7,8,1 ,2,0,0,1,0,0,0,0,1,0,0,6,10,0,1
3 ,38.727,40.455,.000,.000,15,9,1,11,0,1 ,2,1,0,0,0,0,0,0,1,0,0,8,15,1,0
3 ,32.364,33.455,32.545,.000,28,26,25,27,1,2 ,2,0,1,0,0,0,0,0,1,0,0,7,12,0,1
4 ,40.818,38.727,38.727,.000,8,15,11,9,1,2 ,2,1,0,0,0,0,0,1,0,0,0,7,11,1,0
4 ,44.364,43.818,.000,.000,2,5,1,2,0,1 ,2,0,1,0,0,0,0,0,1,0,0,8,13,1,0
2 ,39.300,39.400,40.300,40.000,9,8,14,8,8,1 ,2,0,0,1,0,0,0,1,0,0,0,6,10,1,0
2 ,34.455,34.727,.000,.000,17,16,1,16,0,1 ,2,0,0,1,0,0,0,1,0,0,0,8,12,1,0
2 ,42.100,40.545,34.273,.000,7,13,18,14,1,1 ,2,1,0,0,0,0,0,1,0,0,0,7,12,0,1
7 ,30.800,33.600,33.600,33.100,26,20,19,18,16,0 ,2,0,1,0,0,0,0,0,1,0,0,4,8,1,0
6 ,38.800,34.200,37.400,37.300,14,20,17,12,15,0 ,2,1,0,0,0,0,1,0,0,0,0,2,6,1,0
6 ,42.600,44.900,.000,.000,7,1,1,5,0,1 ,2,0,0,1,0,0,0,0,1,0,0,6,10,0,1
6 ,42.909,39.182,.000,.000,6,9,1,7,0,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
3 ,36.100,.000,.000,36.100,13,1,1,1,13,1 ,2,0,1,0,0,0,0,0,1,0,1,5,10,1,0
1 ,46.200,47.400,.000,.000,14,9,1,12,0,1 ,4,0,0,1,0,0,0,0,1,0,0,4,10,0,1
6 ,.000,.000,24.667,28.000,27,26,27,26,26,1 ,2,0,0,1,0,1,0,0,0,0,1,9,14,0,1
2 ,40.300,40.400,.000,40.600,11,12,1,1,11,1 ,2,1,0,0,0,0,1,0,0,0,1,5,10,0,1
4 ,40.750,32.667,.000,.000,7,19,1,13,0,3 ,4,0,0,1,0,1,0,0,0,0,0,12,17,1,0
2 ,.000,39.500,45.000,39.500,25,15,2,1,13,1 ,2,0,0,1,0,0,0,0,1,0,1,4,10,1,0
2 ,45.100,41.200,.000,44.200,1,6,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,1,6,9,0,1
1 ,43.900,47.000,45.400,.000,13,7,15,10,1,2 ,2,1,0,0,0,0,1,0,0,0,0,5,10,0,1
7 ,40.000,38.600,41.700,.000,8,13,8,12,1,2 ,2,0,0,1,0,0,0,0,1,0,0,5,10,0,1
1 ,38.100,40.500,33.200,.000,22,21,26,26,1,2 ,2,0,0,1,0,0,0,0,1,0,0,6,11,0,1
4 ,21.636,18.727,.000,.000,30,30,1,30,0,2 ,2,0,0,1,0,0,0,0,1,0,0,8,12,0,1
1 ,39.200,41.900,41.300,.000,21,15,17,12,1,1 ,2,0,1,0,0,0,1,0,0,0,0,3,8,0,1
2 ,48.000,40.000,.000,.000,3,4,1,8,0,2 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
2 ,48.000,50.000,.000,.000,3,1,1,3,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
2 ,50.000,50.000,.000,.000,1,1,1,1,0,1 ,2,0,1,0,0,1,0,0,0,0,0,1,6,0,1
6 ,.000,18.000,.000,.000,26,26,1,28,0,2 ,2,0,1,0,0,1,0,0,0,0,0,1,6,1,0
6 ,43.200,40.800,.000,.000,13,14,1,14,0,2 ,2,1,0,0,0,0,0,0,1,0,0,1,5,1,0
1 ,40.000,39.000,.000,.000,10,9,1,17,0,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
7 ,35.200,35.400,.000,.000,22,19,1,18,0,1 ,1,0,0,1,0,0,0,0,1,0,0,1,6,1,0
7 ,39.000,40.200,.000,.000,13,9,1,10,0,3 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
6 ,47.000,47.000,.000,.000,3,5,1,4,0,1 ,2,0,1,0,0,0,0,0,1,0,0,1,5,0,1
2 ,50.000,50.000,.000,.000,1,1,1,1,0,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,1,0
1 ,50.000,50.000,.000,.000,1,1,1,1,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
7 ,37.200,40.000,.000,.000,17,10,1,13,0,1 ,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0
6 ,45.400,35.400,.000,.000,7,20,1,17,0,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,0,1
2 ,50.000,50.000,.000,.000,1,1,1,1,0,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,1,0
7 ,40.800,37.400,.000,.000,10,16,1,11,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
7 ,44.600,43.800,.000,.000,3,4,1,3,0,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
1 ,49.000,50.000,.000,.000,2,1,1,2,0,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
7 ,26.200,22.400,.000,.000,25,24,1,23,0,3 ,2,0,1,0,0,1,0,0,0,0,0,1,6,1,0
1 ,44.000,39.000,.000,.000,7,9,1,14,0,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
1 ,44.000,44.000,.000,.000,7,5,1,11,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
1 ,44.800,45.100,.000,.000,18,16,1,18,0,0 ,2,1,0,0,0,0,1,0,0,0,0,2,8,0,1
2 ,44.100,41.800,.000,.000,18,25,1,19,0,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
2 ,45.200,45.200,.000,.000,11,13,1,14,0,1 ,2,1,0,0,0,0,1,0,0,0,0,6,11,1,0
2 ,43.417,40.250,.000,.000,3,4,1,2,0,1 ,2,0,0,1,0,0,0,0,1,0,0,9,14,1,0
7 ,25.818,30.545,.000,.000,30,20,1,24,0,1 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
4 ,41.727,44.000,.000,.000,17,10,1,12,0,0 ,2,1,0,0,0,0,1,0,0,0,0,8,11,1,0
4 ,41.273,40.000,.000,.000,9,13,1,11,0,1 ,2,0,0,1,0,0,0,0,1,0,0,8,13,1,0
6 ,34.750,39.833,.000,.000,18,12,1,15,0,0 ,2,1,0,0,0,0,1,0,0,0,0,9,13,0,1
1 ,44.400,47.400,.000,.000,15,10,1,11,0,1 ,2,1,0,0,0,0,1,0,0,0,0,6,10,1,0
7 ,35.100,42.000,.000,.000,26,17,1,24,0,2 ,3,1,0,0,0,0,1,0,0,0,0,2,8,1,0
3 ,43.600,42.900,.000,.000,17,20,1,18,0,2 ,2,1,0,0,0,0,1,0,0,0,0,5,10,0,1
1 ,35.200,36.300,36.700,36.900,14,19,13,11,13,3 ,2,0,0,1,0,0,0,0,1,0,0,6,10,1,0
3 ,38.000,35.909,.000,.000,17,16,1,18,0,3 ,2,0,0,1,0,0,0,0,1,0,0,7,12,1,0
2 ,.000,.000,33.000,33.000,20,19,19,11,22,2 ,2,0,0,1,0,0,0,0,1,0,0,1,7,1,0
3 ,38.900,38.400,33.200,.000,20,22,22,23,1,2 ,2,0,0,1,0,0,0,0,1,0,0,1,8,1,0
1 ,35.800,35.800,35.800,37.600,26,27,24,11,22,2 ,2,0,0,1,0,1,0,0,0,0,0,2,9,0,1
1 ,38.400,41.800,.000,.000,25,21,1,25,0,1 ,2,0,1,0,0,0,0,0,1,0,0,6,10,0,1
3 ,43.600,44.400,42.000,.000,11,16,21,19,1,1 ,2,0,1,0,0,0,0,0,1,0,0,4,9,0,1
1 ,45.417,45.167,41.083,43.667,1,1,1,1,1,1 ,3,0,1,0,0,0,0,0,1,0,0,11,15,0,1
3 ,43.909,45.455,42.545,43.909,10,4,15,10,9,1 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
3 ,45.100,43.800,46.100,.000,4,18,11,12,1,1 ,2,0,1,0,0,0,0,0,1,0,0,4,8,1,0
2 ,.000,.000,30.000,30.000,20,19,20,11,24,2 ,2,1,0,0,0,0,1,0,0,0,0,1,5,0,1
1 ,43.667,41.000,42.583,.000,3,10,4,5,1,1 ,3,0,1,0,0,1,0,0,0,0,0,12,17,0,1
6 ,45.000,45.900,.000,.000,7,6,1,6,0,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
6 ,41.600,38.000,36.800,.000,15,17,20,19,1,1 ,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0
6 ,42.000,38.000,39.000,.000,14,17,18,17,1,0 ,2,0,0,0,1,1,0,0,0,0,0,1,6,0,1
6 ,34.800,35.000,35.000,.000,18,19,22,22,1,2 ,2,1,0,0,0,0,0,1,0,0,1,1,6,1,0
6 ,45.000,44.000,45.400,.000,1,2,4,3,1,1 ,2,0,0,0,0,1,0,0,0,0,0,1,6,0,1
6 ,37.200,35.800,38.200,.000,17,18,19,21,1,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
6 ,28.200,27.600,.000,.000,27,26,1,26,0,1 ,2,1,0,0,0,0,0,1,0,0,0,2,7,0,1
1 ,41.000,41.000,39.000,.000,9,10,13,21,1,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
1 ,49.000,48.000,44.000,.000,2,3,8,7,1,0 ,2,0,0,0,1,0,1,0,0,0,0,1,5,1,0
1 ,48.000,48.000,45.000,.000,3,3,7,7,1,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
1 ,49.000,50.000,46.000,.000,2,1,6,4,1,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,0,1
1 ,50.000,50.000,49.200,.000,1,1,2,2,1,1 ,2,1,0,0,0,0,0,1,0,0,0,1,6,1,0
2 ,46.900,49.200,.000,.000,6,2,1,4,0,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
2 ,47.900,47.300,.000,.000,3,8,1,5,0,0 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
2 ,45.000,48.000,49.200,.000,8,5,2,6,1,0 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
2 ,46.500,47.600,.000,.000,8,7,1,7,0,1 ,2,0,0,1,0,1,0,0,0,0,0,2,7,0,1
2 ,45.400,43.300,.000,.000,13,20,1,16,0,1 ,3,0,0,1,0,0,0,0,1,0,0,2,6,0,1
2 ,30.000,30.000,30.000,.000,17,13,10,21,1,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,0,1
1 ,46.000,45.000,45.000,.000,5,6,7,10,1,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
1 ,43.600,42.900,.000,.000,17,20,1,18,0,2 ,2,1,0,0,0,0,1,0,0,0,0,6,10,0,1
6 ,40.300,41.700,.000,.000,16,15,1,15,0,2 ,2,0,0,1,0,0,0,0,1,0,0,2,8,1,0
6 ,36.700,42.000,.000,.000,21,12,1,18,0,2 ,2,0,0,1,0,0,0,0,1,0,0,4,9,0,1
7 ,43.300,44.300,.000,.000,8,6,1,8,0,1 ,2,1,0,0,0,0,1,0,0,0,0,3,8,1,0
2 ,39.000,30.000,.000,.000,9,9,1,18,0,2 ,2,0,1,0,0,0,0,0,1,0,0,1,6,1,0
6 ,44.600,43.600,.000,.000,9,10,1,10,0,2 ,2,0,1,0,0,0,1,0,0,0,0,1,6,0,1
1 ,47.100,46.100,.000,.000,10,10,1,10,0,1 ,3,0,1,0,0,0,0,0,1,0,0,2,7,1,0
6 ,38.600,39.900,.000,.000,19,19,1,18,0,1 ,2,0,1,0,0,0,1,0,0,0,0,2,6,0,1
2 ,36.700,41.700,.000,.000,28,26,1,27,0,0 ,2,1,0,0,0,0,1,0,0,0,0,2,6,1,0
2 ,47.700,47.200,.000,.000,4,9,1,6,0,1 ,2,0,0,1,0,0,0,0,1,0,0,2,6,0,1
2 ,48.000,48.800,50.000,.000,3,3,1,3,1,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
2 ,48.800,50.000,50.000,.000,1,1,1,1,1,2 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
1 ,47.900,45.900,.000,.000,7,11,1,7,0,0 ,2,1,0,0,0,0,1,0,0,0,0,2,7,0,1
7 ,41.800,41.200,34.200,.000,8,6,13,9,1,1 ,2,0,0,1,0,0,0,0,1,0,0,1,5,1,0
7 ,43.200,41.000,39.800,.000,4,7,9,7,1,3 ,2,0,0,1,0,0,1,0,0,0,0,1,6,0,1
7 ,39.800,30.000,30.000,.000,15,18,20,22,1,2 ,2,1,0,0,0,0,0,1,0,0,0,1,5,1,0
7 ,42.400,42.000,43.400,.000,6,5,3,4,1,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
7 ,44.500,49.200,.000,.000,18,4,1,10,0,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
7 ,41.200,41.000,42.400,.000,10,7,5,6,1,2 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
7 ,47.400,48.700,.000,.000,9,6,1,7,0,1 ,2,0,0,1,0,1,0,0,0,0,0,2,6,1,0
7 ,48.500,48.100,.000,.000,4,8,1,6,0,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,1,0
7 ,47.600,48.700,.000,.000,7,6,1,5,0,2 ,2,0,0,1,0,1,0,0,0,0,0,2,7,1,0
4 ,36.583,38.417,42.750,.000,19,17,10,14,1,2 ,3,0,0,1,0,0,0,0,1,0,0,12,17,0,1
4 ,41.167,38.833,36.667,.000,10,12,22,15,1,1 ,3,0,0,1,0,0,0,0,1,0,0,11,15,1,0
1 ,45.000,46.583,46.917,.000,2,1,1,1,1,1 ,2,1,0,0,0,0,1,0,0,0,0,11,16,0,1
3 ,44.667,44.833,.000,.000,1,1,1,1,0,1 ,2,1,0,0,0,0,1,0,0,0,0,12,17,0,1
1 ,43.917,44.250,.000,.000,4,5,1,4,0,1 ,2,0,0,1,0,0,0,0,1,0,0,12,16,0,1
4 ,43.818,46.545,45.727,.000,5,2,1,2,1,0 ,2,1,0,0,0,0,1,0,0,0,0,8,11,0,1
4 ,34.182,38.364,.000,.000,26,16,1,18,0,1 ,2,1,0,0,0,0,1,0,0,0,0,8,12,1,0
4 ,43.818,45.182,.000,.000,3,1,1,1,0,1 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
1 ,47.455,47.818,44.273,.000,1,1,2,1,1,2 ,2,0,1,0,0,0,0,0,1,0,0,7,11,0,1
4 ,28.250,30.500,.000,.000,26,20,1,27,0,1 ,2,0,1,0,0,0,1,0,0,0,0,11,16,0,1
3 ,42.500,36.700,41.300,.000,17,23,18,21,1,1 ,2,1,0,0,0,0,1,0,0,0,0,2,6,1,0
3 ,45.500,46.100,.000,.000,10,12,1,11,0,1 ,2,0,1,0,0,0,0,0,1,0,0,3,7,1,0
3 ,44.000,46.700,45.800,.000,11,6,10,8,1,1 ,2,1,0,0,0,0,1,0,0,0,0,1,8,1,0
2 ,49.700,50.000,50.000,.000,3,1,1,2,1,1 ,2,0,1,0,0,1,0,0,0,0,0,2,7,1,0
3 ,46.900,47.500,46.100,.000,3,3,8,4,1,1 ,1,0,1,0,0,0,0,0,1,0,0,2,6,0,1
3 ,44.200,42.800,.000,.000,14,20,1,17,0,1 ,1,0,1,0,0,0,0,0,1,0,0,3,7,0,1
3 ,46.900,47.500,46.100,.000,3,3,8,4,1,1 ,1,0,1,0,0,0,0,0,1,0,0,1,6,0,1
2 ,33.000,28.500,.000,.000,23,21,1,21,0,1 ,2,0,0,1,0,0,0,0,1,0,0,3,8,1,0
3 ,45.500,45.000,45.900,.000,7,14,9,10,1,1 ,2,0,1,0,0,0,0,0,1,0,0,1,7,1,0
3 ,46.100,48.100,48.800,.000,6,2,2,2,1,1 ,1,0,1,0,0,1,0,0,0,0,0,2,8,1,0
1 ,46.100,48.100,48.800,.000,6,2,2,2,1,1 ,1,0,1,0,0,1,0,0,0,0,0,1,8,1,0
3 ,46.200,46.100,41.500,.000,5,9,17,13,1,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
2 ,44.500,45.500,39.100,.000,6,8,20,11,1,1 ,2,0,1,0,0,0,0,0,1,0,0,3,8,1,0
1 ,42.000,45.200,.000,.000,20,14,1,17,0,2 ,2,0,1,0,0,1,0,0,0,0,0,6,10,0,1
2 ,42.600,47.900,48.400,.000,12,4,3,5,1,1 ,2,0,1,0,0,0,0,0,1,0,0,4,9,1,0
2 ,45.700,48.000,48.000,.000,5,5,4,3,1,1 ,2,0,0,1,0,0,0,0,1,0,0,5,10,1,0
1 ,47.000,48.700,.000,.000,7,5,1,6,0,1 ,2,0,1,0,0,0,0,0,1,0,0,6,10,1,0
1 ,45.500,47.000,46.800,.000,6,7,7,5,1,1 ,2,0,1,0,0,1,0,0,0,0,0,5,11,1,0
1 ,40.800,43.100,45.200,.000,24,24,17,20,1,1 ,2,0,1,0,0,0,1,0,0,0,0,5,10,1,0
2 ,46.200,47.800,.000,.000,8,7,1,8,0,1 ,2,0,1,0,0,0,0,0,1,0,0,6,10,0,1
1 ,45.818,42.455,.000,.000,5,13,1,8,0,1 ,2,0,1,0,0,0,0,0,1,0,0,7,12,0,1
3 ,44.909,42.091,.000,.000,3,5,1,4,0,1 ,2,1,0,0,0,0,0,0,1,0,0,7,13,1,0
2 ,43.600,44.100,45.100,.000,15,17,16,15,1,1 ,2,1,0,0,0,0,1,0,0,0,0,6,11,1,0
3 ,40.727,44.909,40.000,.000,4,1,6,4,1,1 ,2,0,1,0,0,0,1,0,0,0,0,8,13,1,0
2 ,43.636,47.909,44.727,.000,3,1,4,2,1,1 ,2,0,0,1,0,0,0,0,1,0,0,7,11,1,0
7 ,39.900,39.800,.000,.000,23,20,1,23,0,1 ,2,0,0,1,0,0,0,1,0,0,0,2,7,0,1
7 ,27.700,35.200,.000,.000,30,23,1,30,0,1 ,2,0,0,1,0,1,0,0,0,0,0,5,9,0,1
6 ,43.200,37.300,.000,.000,10,20,1,17,0,1 ,2,0,0,1,0,1,0,0,0,0,0,4,9,0,1
6 ,26.833,25.333,24.417,.000,27,23,24,25,0,0 ,2,0,0,1,0,1,0,0,0,0,0,9,15,1,0
6 ,36.000,38.364,31.364,.000,12,11,16,13,0,2 ,2,0,1,0,0,0,0,0,1,0,0,8,13,1,0
7 ,39.273,39.091,42.091,.000,13,9,10,11,0,0 ,3,1,0,0,0,0,1,0,0,0,0,7,11,0,1
1 ,46.200,46.300,41.800,.000,10,10,15,13,1,0 ,2,0,1,0,0,0,0,0,1,0,0,2,6,0,1
1 ,46.400,39.900,.000,.000,8,16,1,16,0,0 ,2,0,1,0,0,0,0,0,1,0,0,3,7,0,1
7 ,26.273,25.100,23.818,.000,27,23,27,27,0,0 ,2,0,0,1,0,0,0,0,1,0,0,8,14,1,0
1 ,41.300,44.700,44.100,.000,18,17,17,20,1,1 ,2,1,0,0,0,0,1,0,0,0,0,4,9,1,0
4 ,39.455,40.091,34.727,.000,12,12,20,16,1,1 ,2,0,1,0,0,0,0,0,1,0,0,7,12,0,1
2 ,39.600,39.200,45.000,.000,12,10,6,17,1,1 ,3,1,0,0,0,0,1,0,0,0,0,1,6,1,0
4 ,43.600,46.091,.000,.000,10,7,1,7,0,3 ,2,0,1,0,0,0,0,0,1,0,0,8,12,1,0
2 ,45.000,40.000,.000,.000,6,4,1,12,0,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,0,1
6 ,46.400,44.800,.000,.000,5,8,1,7,0,1 ,2,0,1,0,0,0,0,0,1,0,0,1,6,1,0
6 ,46.700,46.400,.000,.000,2,5,1,4,0,2 ,2,1,0,0,0,1,0,0,0,0,0,2,6,1,0
7 ,44.000,.000,.000,.000,4,25,1,4,0,2 ,2,1,0,0,0,1,0,0,0,0,0,1,6,1,0
6 ,36.400,35.800,.000,.000,21,19,1,23,0,3 ,2,0,0,1,0,0,0,0,1,0,0,1,5,0,1
7 ,38.200,40.000,.000,.000,15,10,1,11,0,1 ,2,0,1,0,0,0,1,0,0,0,0,1,5,0,1
6 ,33.000,36.200,.000,.000,23,18,1,24,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
6 ,31.200,30.000,.000,.000,25,25,1,26,0,1 ,2,0,0,1,0,1,0,0,0,0,0,1,5,1,0
7 ,39.600,39.200,.000,.000,11,12,1,11,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
2 ,38.000,38.000,.000,.000,10,7,1,15,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
2 ,41.000,29.200,.000,.000,8,10,1,17,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,5,1,0
2 ,46.000,40.000,.000,.000,5,4,1,10,0,2 ,3,0,1,0,0,0,0,0,1,0,0,1,6,1,0
7 ,36.400,38.000,.000,.000,19,13,1,17,0,1 ,1,0,1,0,0,0,0,0,1,0,0,1,5,1,0
7 ,44.600,43.000,.000,.000,3,5,1,4,0,1 ,2,1,0,0,0,0,1,0,0,0,0,1,6,1,0
7 ,43.400,44.200,.000,.000,5,3,1,4,0,1 ,2,0,0,1,0,1,0,0,0,0,0,1,6,1,0
1 ,41.000,39.000,.000,.000,9,9,1,16,0,2 ,1,0,1,0,0,0,0,0,1,0,0,1,6,0,1
1 ,47.000,48.727,.000,.000,3,1,1,3,0,1 ,2,0,0,1,0,1,0,0,0,0,0,7,11,0,1
6 ,44.200,44.000,.000,.000,4,4,1,4,0,1 ,3,1,0,0,0,0,1,0,0,0,0,6,10,0,1
6 ,41.000,40.200,.000,.000,12,12,1,16,0,0 ,2,1,0,0,0,0,1,0,0,0,0,6,10,1,0
3 ,34.083,29.500,.000,.000,12,18,1,13,0,1 ,3,1,0,0,0,0,1,0,0,0,0,11,17,0,1
2 ,36.667,38.750,.000,.000,15,8,1,11,0,0 ,3,1,0,0,0,0,1,0,0,0,0,10,14,1,0
7 ,47.400,49.200,.000,.000,9,4,1,4,0,1 ,2,0,0,1,0,0,0,0,1,0,0,2,7,0,1
7 ,46.200,45.300,.000,.000,3,4,1,4,0,2 ,2,1,0,0,0,0,1,0,0,0,0,5,10,0,1
1 ,44.500,47.600,.000,.000,19,8,1,16,0,1 ,2,0,0,1,0,0,0,0,1,0,0,4,8,1,0
6 ,40.200,42.400,.000,.000,15,11,1,16,0,1 ,2,1,0,0,0,0,0,0,1,0,0,3,9,1,0
7 ,26.273,28.000,.000,.000,28,22,1,26,0,1 ,2,1,0,0,0,0,1,0,0,0,0,7,13,1,0
3 ,40.636,36.273,.000,.000,12,15,1,14,0,0 ,2,0,1,0,0,1,0,0,0,0,0,7,12,0,1
2 ,48.000,45.000,.000,.000,3,2,1,5,0,2 ,2,1,0,0,0,0,1,0,0,0,0,1,6,0,1
2 ,39.000,40.000,.000,.000,9,4,1,13,0,1 ,2,0,0,1,0,0,0,0,1,0,0,1,6,1,0
1 ,39.200,39.800,36.800,38.200,8,10,17,20,10,0 ,3,0,0,1,0,0,0,0,1,0,0,5,13,1,0
2 ,30.700,33.100,30.600,32.000,39,33,34,33,38,0 ,3,0,0,1,0,0,0,0,1,0,0,5,12,1,0
7 ,29.545,32.182,35.273,32.182,29,21,18,29,26,0 ,3,0,0,1,0,0,0,0,1,0,1,9,16,1,0
4 ,29.545,32.182,35.273,32.182,29,21,18,29,26,0 ,3,0,0,1,0,0,0,0,1,0,1,8,16,1,0
4 ,33.833,35.750,34.750,34.500,20,10,18,25,20,2 ,2,0,0,1,0,1,0,0,0,0,0,10,16,1,0
1 ,31.727,31.909,33.636,33.818,27,23,22,20,24,2 ,2,0,0,1,0,1,0,0,0,0,0,8,14,1,0
1 ,32.000,34.727,31.455,32.455,22,20,22,28,21,2 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
2 ,39.900,41.900,41.000,40.200,12,9,10,15,10,1 ,2,0,0,1,0,1,0,0,0,0,0,5,10,0,1
1 ,40.500,41.200,40.700,40.300,10,10,9,13,9,1 ,2,0,0,1,0,1,0,0,0,0,0,6,11,0,1
2 ,42.083,43.583,43.083,42.833,3,3,2,2,2,2 ,3,0,0,1,0,1,0,0,0,0,0,11,16,0,1
1 ,33.583,31.667,33.500,34.000,20,19,18,8,18,1 ,2,0,0,1,0,0,0,0,1,0,0,11,18,1,0
1 ,40.818,39.909,39.182,40.182,6,5,11,10,6,1 ,2,0,0,1,0,0,0,0,1,0,0,8,15,1,0
2 ,48.000,47.100,47.800,47.700,1,2,1,2,1,3 ,2,0,0,1,0,1,0,0,0,0,0,5,9,0,1
1 ,46.000,47.700,47.100,47.000,1,1,1,1,1,3 ,2,0,0,1,0,1,0,0,0,0,0,6,10,0,1
1 ,45.000,45.182,44.364,45.182,1,1,1,1,1,3 ,2,0,0,1,0,1,0,0,0,0,0,8,12,0,1
1 ,45.545,46.364,45.818,45.727,1,1,2,2,2,3 ,2,0,0,1,0,1,0,0,0,0,0,7,11,0,1
3 ,44.091,43.545,43.818,43.727,2,3,2,3,3,4 ,2,0,0,1,0,0,0,0,1,0,0,7,12,0,1
3 ,42.167,42.167,41.583,42.167,2,4,5,5,4,1 ,3,0,0,1,0,1,0,0,0,0,0,9,14,0,1
3 ,41.636,41.727,41.818,41.909,2,4,3,3,3,1 ,3,0,0,1,0,1,0,0,0,0,0,8,13,0,1
2 ,37.250,34.750,35.333,35.333,15,19,24,27,21,2 ,2,0,1,0,0,0,0,1,0,0,0,11,15,1,0
3 ,40.444,35.700,38.600,38.000,11,22,15,12,16,2 ,2,0,0,1,0,1,0,0,0,0,0,5,10,0,1
3 ,33.000,33.818,30.909,33.364,20,20,26,18,23,1 ,2,0,0,1,0,1,0,0,0,0,0,7,12,1,0
2 ,33.400,34.700,32.300,34.300,31,27,29,20,31,1 ,2,0,1,0,0,1,0,0,0,0,0,5,9,1,0
3 ,33.818,30.364,32.364,32.818,23,28,26,24,26,1 ,2,0,1,0,0,1,0,0,0,0,0,8,14,1,0
